id_v21,classe_triagem_original,titulo,autores,ano,doi,arquivo_pdf,sha256_pdf,paginas_pdf,desenho_assistido,setor_assistido,mecanismos_assistidos,camadas_assistidas,pagina_evidencia_assistida,trecho_evidencia_assistida,decisao_assistida_integral,justificativa_assistida,qualidade_jbi_casp,cerqual,limitacoes_assistidas,decisao_final_autor,justificativa_final_autor,pagina_decisao_final,data_validacao_autor,decisao_proposta_assistida,justificativa_proposta_assistida,status,objeto_direto_semantico,contexto_regulado_semantico,contribuicao_substantiva_semantico,pontuacao_semantica,decisao_semantica_automatizada,justificativa_semantica_automatizada
NEW-0338,,AI-Assisted Formative Assessment in Clinical Education: From Algorithms to Agency.,"Nguyen QT, Ha TM, Mai T.",2026,10.2196/93710,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0338.pdf,2fb3ac49b854c993e05c2d5bd001f6951245dd0b6f905e79ab6647b1f0465703,9,revisão/survey,saúde; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"nto a small number of focused follow-on learning actions. This paper synthesizes the current evidence base while noting that much of it remains early, heterogeneous, and concentrated in short-term or single-setting studies. It examines key risks, including hallucination, automation bias, epistemic overtrust, hidden curricular effects, and broader concerns related to professional identity, power asymmetries, data privacy, and inequitable access. It also presents context-specific implementation examples for preclinical case-based learning, communication and objective structured clinical examination preparation, procedural skill laboratories, clerkship learni",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=12",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0339,,What ChatGPT Tells Us about Gender: A Cautionary Tale about Performativity and Gender Biases in AI,Nicole Gross,2023,10.3390/socsci12080435,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0339.pdf,640b165db8c5d7c363e40e79291fa71d6596e4be946aabb43819909be09c74a2,15,estudo empírico (confirmar desenho),jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"r et al. 2021, p. 610). Gen- erative AI makes big promises, e.g., to reduce human error, automate repetitive tasks and processes, handle large amounts of data, facilitate quick decision making, become a digital assistant to humans, perform risky or perilous tasks efﬁciently, and improve workﬂows and processes, anywhere and anytime (Maheshwari 2023). Nevertheless, the digitalization, dataﬁcation and AI-iﬁcation of everything have come with plenty of issues and critical warnings. The ethical questions that have emerged about ChatGPT predominantly on the risks and harms of AI, many of which are caused by a lack of transparency around its Soc. Sci. 2023, 12, 4",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=true; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=11",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0340,,A Theoretical Framework for &lt;i&gt;Shared Reasoning Fragility&lt;/i&gt; in Clinician-Chatbot Interactions Through the Example of Antibiotic Prescribing.,"Giacobbe DR, Grossi AA, Marelli C, Muccio M, Guastavino S, Murgia Y, Mora S, Signori A, Rosso N, Giacomini M, Campi C, Piana M, Bassetti M.",2026,10.2147/idr.s601126,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0340.pdf,76da8e6b428e27d61ca9386822240064e9f276fb29dd32b531e752d397d1b160,9,estudo empírico (confirmar desenho),saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,3,"s and lack of representativeness in training and validation data Undermined patient’s ability to make informed choices when algorithmic limitations and potential discriminatory effects are not transparent, exposing individuals to unequal risks without their awareness. Secondary use of patient data for algorithm development Undermined patient’s ability to exercise autonomy over personal data when secondary uses for algorithm training, updating, or validation are insufficiently communicated or lack explicit consent and formal authorization. Uncertainty, accountability, and human control Undermined patient’s ability to understand who is responsible for",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=3.
NEW-0342,,Ethical Risks and Structural Implications of AI-Mediated Medical Interpreting.,Lopez Vera A.,2026,10.2196/88651,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0342.pdf,652fc116ce97bc4ae98edd87509d22a877620eb0e64f89312540c5341201b5af,5,estudo empírico (confirmar desenho),saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"Viewpoint Ethical Risks and Structural Implications of AI-Mediated Medical Interpreting Alexandra Lopez Vera, MPH, CHES, PhD California University of Science and Medicine, Colton, CA, United States Corresponding Author: Alexandra Lopez Vera, MPH, CHES, PhD California University of Science and Medicine 1501 Violet St Colton, CA 92324 United States Phone: 1 9095809661 Email: alexandra.lopezvera@cusm.edu Abstract Artificial intelligence (AI)",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=12",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0344,,How to bring generative AI to oncology practice.,"Truhn D, Kather JN.",2026,10.1016/j.esmorw.2025.100679,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0344.pdf,b8b221a847ba401365b0b06785bcb871438a1139d0097617c95aeda6783e4354,5,estudo empírico (confirmar desenho),saúde; finanças; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,2,"r, is fundamental. Once training is complete, no new information can be integrated. Emerging trial results, label modifications, and updated guidelines remain outside the reach of the model, no matter how fluent the response. A further risk is that when the model lacks relevant knowledge, it may none the less generate a confident but incorrect statement. This is a phenomenon now widely referred to as hallucination. 4 The usefulness of such stand-alone models for clinical reality is quickly exhausted. The next step in complexity is represented by language models that, although fixed in their training parameters, are given the ability to query exter",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=2.
NEW-0347,,Large Language Models in Radiologist-Patient Communication: A Narrative Review for Clinical Practice.,"Naidu J, Muthyala H, Naidu SS, Muralidharan S, Baskaradoss VK.",2026,10.7759/cureus.101890,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0347.pdf,99fc84d4921b25b5c640145ce6714f478a10715b4d2fae69a9e7d30e66b34bd8,17,revisão/survey,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"odel). Translation performance was highest for high-resource languages, while semantic drift was more frequent in low- resource languages, necessitating bilingual review. Patients generally accepted AI-assisted communication when clinician oversight was explicit. Current regulatory and professional guidance support supervised, institution-hosted deployment. Evidence supports specific use cases, patient summaries, translation drafts, and educational materials, but does not justify autonomous deployment or direct patient self-use. Key evidence gaps remain in comprehension outcomes, workflow impact, and real-world validation. Categories: Radiology, Healthcare Tec",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0348,,Peer review of GPT-4 technical report and systems card,Jack Gallifant; Amelia Fiske; Yulia A. Strekalova; Juan Sebastian Osorio-Valencia; Rachael Parke; Rogers Mwavu; Nicole Martínez; Judy Wawira Gichoya; Marzyeh Ghassemi; Dina Demner‐Fushman; Liam G. McCoy; Leo Anthony Celi; Robin Pierce,2024,10.1371/journal.pdig.0000417,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0348.pdf,078adb9e9ce31730bb3ae7e4de59bd41d7f3584d6fac00696c7749ac10f46743,15,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"iences, University of Exeter, Exeter, United Kingdom * jgally@m it.edu Abstract The study provides a comprehensive review of OpenAI’s Generative Pre-trained Trans- former 4 (GPT-4) technical report, with an emphasis on applications in high-risk settings like healthcare. A diverse team, including experts in artificial intelligence (AI), natural language processing, public health, law, policy, social science, healthcare research, and bioethics, analyzed the report against established peer review guidelines. The GPT-4 report shows a significant commitment to transparent AI research, particularly in creating a systems card for risk assessment and mitigation. H",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=13",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0353,,Comparative Evaluation of Gemini 3.0- and ChatGPT 5.0-Generated Regional Language Informed Consent Forms in Ophthalmology: A Dual-Rater Study in Hindi and Kannada.,"Das D, Shetti B, Antalmarad V, Choudhary A, Thodupunoori KG, Grover S, Narayan A.",2026,10.7759/cureus.105551,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0353.pdf,3c2109e9ca094ec48c7cd7b5793f63f601980281c0f6ced8b85d02d9509caf79,7,estudo empírico (confirmar desenho),saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria,técnica; interacional; organizacional; regulatória,1,"ent forms in Indian regional languages; however, performance varies significantly between models. Gemini 3.0 demonstrated superior linguistic accuracy, consistency, and clinical suitability. Language-specific validation and mandatory human oversight are essential before clinical implementation. Categories: Medical Education, Internal Medicine, Ophthalmology Keywords: ai generated consent, chatgpt 5.0, gemini 3.0, informed consent, large language model, ophthalmology Introduction Informed consent is a cornerstone of ethical and legal medical practice, ensuring that patients understand the nature, benefits, risks, and alternatives of proposed interventions befo",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0354,,Generative AI Literacy: Twelve Defining Competencies,Ravinithesh Reddy Annapureddy; Alessandro Fornaroli; Daniel Gática-Pérez,2024,10.1145/3685680,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0354.pdf,7c8c8d6130fe50fbd34abae1b3cdd6b9ddeb46805291891d2523d3f66b74a2f4,23,revisão/survey,saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; organizacional; regulatória; evolutiva,1,"”[61]) has become increasingly important and necessary in the past few years. The legislative work on the European AI Act [32] done by the European Parliament and European Commission has also contributed to increasing attention towards the risks and challenges posed by systems and tools based on AI models, as well as viable ways to regulate them [41, 42]. ∗Both authors contributed equally to this research. Authors’ addresses: Ravinithesh Annapureddy, ravinithesh.annapureddy@idiap.ch, Idiap Research Institute, Rue Marconi 19, Martigny, Switzerland and École Polytechnique Fédérale de Lausanne (EPFL), Rte Cantonale, INN 116, station 14, Lausanne, Switzerland,",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0356,,"A roadmap for medical large language models: a review of foundations, applications, and challenges.","Sha YY, Yu L, Lin ZH, Kaur A, Lou YY, Gornale SS, Zhang TY, Wong LS, Wang ZW, Yan Y, Zhang XB, Hong R, Li K, Im SK, de Carvalho P, Tan T, Li KF.",2026,10.1016/j.mmr.2026.100050,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0356.pdf,088c8265ae2b214c1749c03fca71960304e65d6752b39455fbf2ccb3ae740d67,40,estudo empírico (confirmar desenho),saúde; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,2,"ese domains, the medical domain has garnered particular attention due to its crucial societal importance and the intrinsic complexity of clinical reasoning. Clinical decision-making often involves uncertainty, multi- step inference, and risk-sensitive judgments that directly affect patient outcomes. Consequently, AI systems deployed in such settings must satisfy stringent requirements for safety, privacy, reliability, and accountability [ 5]. These challenges have motivated the development of medical LLMs (Med-LLMs), which are specifically adapted to medical knowledge and clinical workflows and are increasingly explored as intelligent support sys",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=2.
NEW-0357,,Cloud Platforms for Developing Generative AI Solutions: A Scoping Review of Tools and Services,Dhavalkumar D. Patel; Ganesh Raut; Satya Narayan Cheetirala; Girish N. Nadkarni; Robert Freeman; Benjamin S. Glicksberg; Eyal Klang; Prem Timsina,2024,10.48550/arxiv.2412.06044,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0357.pdf,cd73a8b0079840513fac0a93ee489fb28a1ea2c17a94adafc1217762acaec2db,93,revisão/survey,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"age in supporting generative AI. We also highlight the significance of data management, networking, and AI-specific tools in building and deploying these models. Additionally, the review addresses security concerns, including data privacy, compliance, and AI model protection. It assesses the performance and cost efficiency of various cloud providers and presents case studies from healthcare, finance, and entertainment. We conclude by discussing challenges and future directions, such as technical hurdles, vendor lock-in, sustainability, and regulatory issues. Put together, this work can serve as a guide for practitioners and researchers looking to adopt cloud-bas",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0358,,From Static Prediction to Mindful Machines: A Paradigm Shift in Distributed AI Systems,"Mikkilineni R, Kelly WP.",2025,10.20944/preprints202511.1554.v1,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0358.pdf,c7cbe424330d2847aa686cc462ac78280c114bd6f4acef404bc8ff40d53289ff,23,revisão/survey,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,2,"age Models (LLMs) wrapped in agentic toolchains—remain rooted in a Turing-paradigm architecture: statistical world models (opaque weights) bolted onto brittle, imperative workflows. They excel at pattern completion, but they externalize governance, memory, and purpose, thereby accumulating coherence debt—a structural fragility manifested as hallucinations, shallow and siloed memory, ad hoc guardrails, and costly human oversight. The shortcoming of current AI relative to human -like intelligence is therefore less about raw performance or scaling, a nd more about an architectural limitation: knowledge is treated as an after -the-fact annotation on computati",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=2.
NEW-0361,,AI-Enabled Personalized Smoking Cessation Intervention With the Aipaca Chatbot: Mixed Methods Feasibility Study.,"Liu Y, Calle P, Vadakekut M, Rubin D, Nagykaldi Z, Doescher M, Hightow-Weidman L, Pan C, Shao R.",2025,10.2196/73319,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0361.pdf,8e6dc4088cbcc7093e9e177cfc096c4220c06306ec9892c2e8106193489b788a,16,revisão/survey,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"ons of the chatbot’s value, limitations, and design needs. Methods: We conducted an observational, single-arm, mixed methods study with 29 adult smokers. Participants completed pre-post surveys measuring knowledge of smoking-related health risks and cessation methods, self-efficacy, and readiness to quit. Each engaged in a 30-minute text-based counseling session with Aipaca, powered by GPT-4 and structured using the 5A’s framework (Ask, Advise, Assess, Assist, Arrange). Sessions were transcribed for microsequential conversation analysis. Twenty-five participants completed semistructured interviews exploring perceived value, challenges, and design suggestio",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0362,,"Artificial intelligence in healthcare and medicine: clinical applications, therapeutic advances, and future perspectives",Yosri A. Fahim; Ibrahim W. Hasani; Samer Kabba; Waleed Mahmoud Ragab,2025,10.1186/s40001-025-03196-w,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0362.pdf,d69cdc4761137abb8bbda4af8f86ca65af5c5b8ec1d4bcd002eb45b89b9b6367,21,revisão/survey,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"nd remote settings, such as mobile diagnostics, wearable biosensors, and lightweight algorithms. Success- ful deployment requires addressing critical challenges, including data privacy, algorithmic bias, model interpretability, regulatory oversight, and maintaining human clinical oversight. Emphasizing scalable, ethical, and evidence-driven implementation, key strategies include clinician training in AI literacy, adoption of resource efficient tools, global col- laboration, and robust regulatory frameworks to ensure transparency, safety, and accountability. By complementing rather than replacing healthcare professionals, AI can reduce errors, optimize resour",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=4; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",11,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0364,,Controlling Large Language Model Hallucination Based on Agent AI with LangGraph,Jialin Wang; Zhihua Duan,2025,10.33774/coe-2025-xkwl5,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0364.pdf,ea3d4b117e4c5460d4fe59110294579d885f9cabba6939ca3f31340d4ecf4206,7,estudo empírico (confirmar desenho),jurídico/regulatório,observabilidade/monitoramento; supervisão/escalonamento; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; regulatória; evolutiva,4,"els when answering ques- tionsbydetectingandclassifyinghallucinationsandtakingappropriatemeasures to correct errors or provide correct information when necessary. 4 Experimental Results As shown in Figure 2, a hallucination recognition and regulation process is pre- sented, which is built upon the LangGraph framework. The process includes the following steps: 1. Process Initialization: Defined as the starting point of the process. 2. Input Classification: The system implements a comprehensive classifica- tion process for input prompts, dividing them into three categories: Hallucina- tion Knowledge Positive (HK+), Hallucination Knowledge Negative (HK-), and Norma",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=4.
