"id_estudo","titulo","autores","ano","doi","decisao_final","classificacao","proveniencia_tecnica","duplicata_de","arquivo_pdf","pagina_evidencia","corpus"
"CAND-000459__36d046f6","Generative AI as interactional infrastructure for meaning-centered care in later life","Bing Chen and An-Yue Jin","2026","10.3389/fpsyt.2026.1883962","incluir_historico","evidencia_central","corpus_historico_177","","CAND-000459__36d046f6.pdf","1","corpus_analitico_unico_tratado"
"CAND-000466__203c64d1","Feasibility of a multi-metric framework for evaluating patient-facing AI communication in cosmetic dentistry: an exploratory proof-of-concept study","Alaa Al-Haddad, Omar Al-Karadsheh, Yazan Hassona","2026","10.3389/froh.2026.1837073","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000466__203c64d1.pdf","2","corpus_analitico_unico_tratado"
"CAND-000472__cf16aad6","A Five-Layer Framework for AI Governance: Integrating Regulation, Standards, and Certification","Avinash Agarwal; Manisha J. Nene","2025","10.1108/TG-03-2025-0065","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000472__cf16aad6.pdf","1","corpus_analitico_unico_tratado"
"CAND-000475__fe06aa0d","Making AI Compliance Evidence Machine-Readable","Rodrigo Cilla Ugarte; Miguel Ángel Patricio Guisado; Antonio Berlanga de Jesús; José Manuel Molina López","2024","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000475__fe06aa0d.pdf","1","corpus_analitico_unico_tratado"
"CAND-000476__e7c35f14","Who Governs the Machine? A Machine Identity Governance Taxonomy (MIGT) for AI Systems Operating Across Enterprise and Geopolitical Boundaries","Andrew Kurtz; Klaudia Krawiecka","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000476__e7c35f14.pdf","2","corpus_analitico_unico_tratado"
"CAND-000480__e7b4b8ac","An Overview of the Risk-based Model of AI Governance","Veve Fry","unclear","10.1093/oxfordhb/9780199560219.003.0014","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000480__e7b4b8ac.pdf","1","corpus_analitico_unico_tratado"
"CAND-000488__47539b60","With Great Capabilities Come Great Responsibilities: Introducing the Agentic Risk & Capability Framework for Governing Agentic AI Systems","Shaun Khoo, Jessica Foo, Roy Ka-Wei Lee","2025","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000488__47539b60.pdf","1","corpus_analitico_unico_tratado"
"CAND-000490__c6cf0bbb","Responsible Artificial Intelligence governance in oncology","Peter D. Stetson, January Choy, Natalia Summerville, Abigail Baldwin-Medsker, Janet Mak, Avijit Chatterjee, Kristen Kim, Chhavi Kumar, Patrick Samedy, Joanna Halperin, Louis Voigt, Justin Jee, Jill Fraser, MaryAnn Connor, Richard Harper, Rémy Evard, Anaeze C. Offodile 2nd","2025","10.1038/s41746-025-01794-w","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000490__c6cf0bbb.pdf","1","corpus_analitico_unico_tratado"
"CAND-000493__96b4fc79","Bridging the gap: a practical step-by-step approach to warrant safe implementation of large language models in healthcare","Jessica D. Workum, Davy van de Sande, Diederik Gommers, Michel E. van Genderen","2025","10.3389/frai.2025.1504805","incluir_historico","evidencia_central","corpus_historico_177","","CAND-000493__96b4fc79.pdf","1","corpus_analitico_unico_tratado"
"CAND-000495__a40cd96b","Threats and vulnerabilities in artificial intelligence and agentic AI models","Petar Radanliev, Omar Santos, Carsten Maple","2026","10.3389/frai.2026.1731566","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000495__a40cd96b.pdf","1","corpus_analitico_unico_tratado"
"CAND-000523__369ceedc","Human-in-the-loop assessment with AI: implications for teacher education in Ibero-American universities","Diana Carolina Fajardo-Ramos, Andrés Chiappe, Javier Mella-Norambuena","2025","10.3389/feduc.2025.1710992","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000523__369ceedc.pdf","1","corpus_analitico_unico_tratado"
"CAND-000527__5b71db78","Operationalising ethics in artificial intelligence for healthcare: a framework for AI developers","Pravik Solanki; John Grundy; Waqar Hussain","2022","10.1007/s43681-022-00195-z","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000527__5b71db78.pdf","1","corpus_analitico_unico_tratado"
"CAND-000535__89e0368d","Human-in-the-Loop Models for Ethical AI Grading: Combining AI Speed with Human Ethical Oversight","Muthu Selvam; Rubén González Vallejo","2025","10.56294/ai2025413","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000535__89e0368d.pdf","1","corpus_analitico_unico_tratado"
"CAND-000557__777a1cfd","Generative AI for pre-consultation mental health triage in disorders of gut-brain interaction","Dakai Zeng, He Zeng, Jie Song, Kai Zhu","2026","10.3389/fpsyt.2026.1854670","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000557__777a1cfd.pdf","1","corpus_analitico_unico_tratado"
"CAND-000558__72287083","Performance of large language models as an information resource on functional hypothalamic amenorrhea for patients and healthcare professionals","Nancy Safwan, Jana Karam, Sarah L. Berga, Maria D. Hurtado Andrade, Kristin Cole, Stacey J. Winham, Stephanie S. Faubion, Chrisandra L. Shufelt","2026","10.3389/frai.2026.1788928","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000558__72287083.pdf","1","corpus_analitico_unico_tratado"
"CAND-000562__53c1fcf5","From companion technologies to social care infrastructure: A multi-level perspective on loneliness-related support in dementia care in an era of artificial intelligence (AI)","Machiko Uenishi; Peipei Song","2026","10.35772/ghm.2026.01063","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000562__53c1fcf5.pdf","1","corpus_analitico_unico_tratado"
"CAND-000563__3645af07","Proactive adoption of generative artificial intelligence (AI) in the operations of Japan's Pharmaceuticals and Medical Devices Agency (PMDA): Current initiatives, governance, and future perspectives","Kohei Amakasu, Junichi Kawana, Osamu Kotera, Tomoharu Numanyu, Akihiro Nakajima, Koichi Ishikawa, Yuka Kobayashi, Yoshiaki Uyama","2026","10.35772/ghm.2026.01046","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000563__3645af07.pdf","1","corpus_analitico_unico_tratado"
"CAND-000571__1ac2c0aa","Designing and evaluating large language model-enabled clinical decision support for heart failure: a modular and risk-tiered framework","Zhu W, Peng J, Yan Z, Chen Y, Xu J, Zhang L","2026","10.3389/fdgth.2026.1730457","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000571__1ac2c0aa.pdf","1","corpus_analitico_unico_tratado"
"CAND-000573__fd03f89e","Human-supervised, large language model-based clinical decision support aligned to national newborn protocols in Kenya: a pragmatic, early-stage evaluation","Kuria, T.; Kamau, G.; Makokha, F.; Omondi, P.; Mbugua, G.; Kamau, D.; Mbugua, S.; Gitaka, J.","2026","10.3389/fdgth.2026.1832634","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000573__fd03f89e.pdf","1","corpus_analitico_unico_tratado"
"CAND-000575__cd2ffb8d","Rapid review on GenAI in nursing education","Laura Hinsche, Martina Hasseler, Tim Tischendorf, Tom Schaal","2026","10.3389/frhs.2025.1725425","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000575__cd2ffb8d.pdf","1","corpus_analitico_unico_tratado"
"CAND-000581__f081f330","Leveraging large language models in patient-reported outcome measure development: practical opportunities, cautions, and a human-in-the-loop roadmap","Constance Mara; Tiffany Rybak","2026","10.1186/s41687-026-01112-2","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000581__f081f330.pdf","1","corpus_analitico_unico_tratado"
"CAND-000611__2ba3fc74","Human-Centered Evaluation of an LLM-Based Process Modeling Copilot: A Mixed-Methods Study with Domain Experts","Chantale Lauer; Peter Pfeiffer; Nijat Mehdiyev","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000611__2ba3fc74.pdf","2","corpus_analitico_unico_tratado"
"CAND-000615__1dea796c","Formalising Human-in-the-Loop: Computational Reductions, Failure Modes, and Legal–Moral Responsibility","Maurice Chiodo; Dennis Müller; Paul Siewert; Jean-Luc Wetherall; Zoya Yasmine; John Burden","2025","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000615__1dea796c.pdf","1","corpus_analitico_unico_tratado"
"CAND-000621__fd663529","From Control to Foresight: Simulation as a New Paradigm for Human–Agent Collaboration","Gaole He; Brian Y. Lim","2026","10.1145/nnnnnnn.nnnnnnn","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000621__fd663529.pdf","1","corpus_analitico_unico_tratado"
"CAND-000635__8bca5da8","Use of large language models for providing automated feedback in medical imaging education: a systematic review","Mustafa Mohammed Al-Mashhadani, Faika Ajaz, Shaista Salman Guraya, Farah Ennab","2026","10.3389/fmed.2026.1803921","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000635__8bca5da8.pdf","1","corpus_analitico_unico_tratado"
"CAND-000636__1f0a9ecd","Evaluating AI‑generated vs. human‑written reading comprehension passages: an expert SWOT analysis and comparative study for an educational large‑scale assessment","Lisa Marie Ripoll Y Schmitz; Philipp Sonnleitner","2025","10.1186/s40536-025-00255-w","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000636__1f0a9ecd.pdf","1","corpus_analitico_unico_tratado"
"CAND-000645__e2b3cd66","Large Language Models in Medicine: Clinical Applications, Technical Challenges, and Ethical Considerations","Kyu-Hwan Jung","2025","10.4258/hir.2025.31.2.114","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000645__e2b3cd66.pdf","1","corpus_analitico_unico_tratado"
"CAND-000649__2cff9428","LLMOps, AgentOps, and MLOps for Generative AI: A Comprehensive Review","Satyadhar Joshi","2025","10.7753/IJCATR1407.1001","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000649__2cff9428.pdf","1","corpus_analitico_unico_tratado"
"CAND-000652__44b9579a","AGENTOPS: ENABLING OBSERVABILITY OF LLM AGENTS","Liming Dong, Qinghua Lu, Liming Zhu","2024","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000652__44b9579a.pdf","1","corpus_analitico_unico_tratado"
"CAND-000653__0a6778e3","Ethical perspectives on deployment of large language model agents in biomedicine: a survey","Nafiseh Ghaffar Nia; Amin Amiri; Yuan Luo; Adrienne Kline","2026","10.1007/s43681-025-00847-w","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000653__0a6778e3.pdf","1","corpus_analitico_unico_tratado"
"CAND-000654__3d0d74bf","TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems","Shaina Raza; Ranjan Sapkota; Manoj Karkee; Christos Emmanouilidis","2025","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000654__3d0d74bf.pdf","1","corpus_analitico_unico_tratado"
"CAND-000656__6e07d271","Why ML Models Fail to Reach Production","Otávio Luís Pinheiro Oliveira","2026","10.66104/wbexse86","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000656__6e07d271.pdf","1","corpus_analitico_unico_tratado"
"CAND-000658__4c5b0269","MLOps and LLMOps Engineering for Deployment and Evaluation of AI Models","Yushi Han","2025","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000658__4c5b0269.pdf","2","corpus_analitico_unico_tratado"
"CAND-000659__dc04c247","Employee-Driven Leakage of Technical Documentation into General-Purpose LLMs: An Integrative Review","Latinović, L., Zhukovskiy, O., Mašić, O., & Živković, D.","2026","10.5937/SJEM2601077L","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000659__dc04c247.pdf","1","corpus_analitico_unico_tratado"
"CAND-000662__dc323fee","Designing Enterprise Data Architecture for AI-First Government and Higher Education Institutions","Jayant Bhat","2024","10.63282/3050-922X.IJERET-V5I3P111","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000662__dc323fee.pdf","1","corpus_analitico_unico_tratado"
"CAND-000664__e13cd767","Defining Success in Probabilistic Products: Key Performance Indicators and Lifecycle Management for Generative AI Applications in Enterprise","Vraj Bharatkumar Thakkar","2025","10.21590/ijtmh.11.04.08","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000664__e13cd767.pdf","1","corpus_analitico_unico_tratado"
"CAND-000665__7ebbcd22","A Privacy by Design Framework for Large Language Model-Based Applications for Children","Diana Addae; Diana Rogachova; Nafiseh Kahani; Masoud Barati; Michael Christensen; Chen Zhou","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000665__7ebbcd22.pdf","1","corpus_analitico_unico_tratado"
"CAND-000668__48d53ee9","Governance risks of AI reasoning in urban infrastructure through Delphi audit of human and large language model judgment","Alence Poudel; Carla Barrios; Paola De La Torre; Huy Ton; Trevor Surface; Varenya Mehta; Samanata Silwal","2026","10.1007/s44327-026-00268-2","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000668__48d53ee9.pdf","1","corpus_analitico_unico_tratado"
"CAND-000669__446b7113","Enterprise-Scale Risk Decision Intelligence Systems Using Large Language Models (LLMs) For Automated Governance, Compliance, and Policy Enforcement","B. M. Taslimul Haque; Md. Arifur Rahman","2025","10.63125/te050f20","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000669__446b7113.pdf","1","corpus_analitico_unico_tratado"
"CAND-000672__09be4225","Building a Safe and Transparent Workflow for Large Language Model (LLM)-Assisted Clinical Trials and Prediction Models: A Technical Report","João Frutuoso","2025","10.7759/cureus.92571","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000672__09be4225.pdf","1","corpus_analitico_unico_tratado"
"CAND-000673__d5982e69","Large Language Models for Cybersecurity Policy Compliance and Risk Mitigation","Emmanuel Cadet; Edima David Etim; Iboro Akpan Essien; Eseoghene Daniel Erigha; Lawal Abdulmutalib Babatunde; Joshua Oluwagbenga Ajayi; Ehimah Obuse","2024","10.32628/IJSRSSH242560","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000673__d5982e69.pdf","1","corpus_analitico_unico_tratado"
"CAND-000675__5f70aca1","Large Language Models in Healthcare Management: Implementation Evidence, Governance Architecture, and Strategic Pathways","Ran Zhang, Saibing Wang","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000675__5f70aca1.pdf","1","corpus_analitico_unico_tratado"
"CAND-000678__f125a548","Electronic Governance Controls for AI-Enabled Agentic Large Language Models in Digital Government (Compliance-by-Design and Evidence-Linked Evaluation)","Almaghrabi, M. A.","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000678__f125a548.pdf","1","corpus_analitico_unico_tratado"
"CAND-000679__ccc86af8","The Ethical Compass of the Machine: Evaluating Large Language Models for Decision Support in Construction Project Management","Somtochukwu Azie; Yiping Meng","2024","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000679__ccc86af8.pdf","1","corpus_analitico_unico_tratado"
"CAND-000681__d83504a2","Unified AI Security Posture Management Framework for Multi-Cloud Large Language Model Deployments","Vaishali Mahavratayajula","2026","10.22399/ijcesen.5279","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000681__d83504a2.pdf","1","corpus_analitico_unico_tratado"
"CAND-000696__6e4364a4","SHARP: Social Harm Analysis via Risk Profiles for Measuring Inequities in Large Language Models","Alok Abhishek; Tushar Bandopadhyay; Lisa Erickson","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000696__6e4364a4.pdf","1","corpus_analitico_unico_tratado"
"CAND-000701__5b2c1dc7","Towards AI Accountability Infrastructure: Gaps and Opportunities in AI Audit Tooling","Victor Ojewale; Ryan Steed; Briana Vecchione; Abeba Birhane; Inioluwa Deborah Raji","2024","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000701__5b2c1dc7.pdf","1","corpus_analitico_unico_tratado"
"CAND-000704__1238b2f3","Audit Trails for Accountability in Large Language Models","Victor Ojewale; Harini Suresh; Suresh Venkatasubramanian","2026","unclear","incluir_historico","evidencia_central","corpus_historico_177","","CAND-000704__1238b2f3.pdf","1","corpus_analitico_unico_tratado"
"CAND-000707__6b8a4b2b","Learning From Failure: Integrating Negative Examples when Fine-tuning Large Language Models as Agents","Renxi Wang; Haonan Li; Xudong Han; Yixuan Zhang; Timothy Baldwin","unclear","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000707__6b8a4b2b.pdf","1","corpus_analitico_unico_tratado"
"CAND-000712__1c8571e0","Rethinking LLMOps for Fraud and AML: Building a Compliance-Grade LLM Serving Stack","Prathamesh Vasudeo Naik; Naresh Dintakurthi; Yue Wang","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000712__1c8571e0.pdf","1","corpus_analitico_unico_tratado"
"CAND-000713__bc25987d","Compliance-Scored Best-of-N Guardrail Orchestration for Multimodal Document Generation in Payments Dispute Defense","Nataraj Agaram Sundar; Tejas Morabia","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000713__bc25987d.pdf","1","corpus_analitico_unico_tratado"
"CAND-000718__61c79d62","Learning Efficient Guardrails for Compliance","Xiaofei Wen; Wenjie Jacky Mo; Yanan Xie; Peng Qi; Muhao Chen","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000718__61c79d62.pdf","1","corpus_analitico_unico_tratado"
"CAND-000720__8730e8ec","Why LLM Safety Guardrails Collapse After Fine-tuning: A Similarity Analysis Between Alignment and Fine-tuning Datasets","Lei Hsiung; Tianyu Pang; Yung-Chen Tang; Linyue Song; Tsung-Yi Ho; Pin-Yu Chen; Yaoqing Yang","2025","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000720__8730e8ec.pdf","1","corpus_analitico_unico_tratado"
"CAND-000721__5ba14ce5","Who judges the judges? Governance from metrics: a runtime framework for continuous LLM compliance monitoring","Jehanne Dussert","2026","unclear","incluir_historico","evidencia_central","corpus_historico_177","","CAND-000721__5ba14ce5.pdf","1","corpus_analitico_unico_tratado"
"CAND-000725__f8c9fd58","AI Trust OS — A Continuous Governance Framework for Autonomous AI Observability and Zero-Trust Compliance in Enterprise Environments","Eranga Bandara, Asanga Gunaratna, Ross Gore, Abdul Rahman, Ravi Mukkamala, Sachin Shetty, Sachini Rajapakse, Isurunima Kularathna, Peter Foytik, Safdar H. Bouk, Xueping Liang, Amin Hass, Ng Wee Keong, Kasun De Zoysa","2026","unclear","incluir_historico","evidencia_central","corpus_historico_177","","CAND-000725__f8c9fd58.pdf","2","corpus_analitico_unico_tratado"
"CAND-000727__603723b4","NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails","Traian Rebedea, Razvan Dinu, Makesh Sreedhar, Christopher Parisien, Jonathan Cohen","2023","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000727__603723b4.pdf","1","corpus_analitico_unico_tratado"
"CAND-000730__970b2c20","Computable Gap Assessment of Artificial Intelligence Governance in Children's Centres: Evidence-Mechanism-Governance-Indicator Modelling of UNICEF's Guidance on AI and Children 3.0 Based on the Graph-GAP Framework","Wei Meng","2025","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000730__970b2c20.pdf","2","corpus_analitico_unico_tratado"
"CAND-000753__02175825","ChatGPT vs Google for Queries Related to Dementia and Other Cognitive Decline: Comparison of Results","Vagelis Hristidis; Nicole Ruggiano; Ellen L Brown; Sai Rithesh Reddy Ganta; Selena Stewart","2023","10.2196/48966","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000753__02175825.pdf","1","corpus_analitico_unico_tratado"
"CAND-000760__ea23b1e1","An example of governance for AI in health services from Aotearoa New Zealand","R. Whittaker, R. Dobson, C. K. Jin, R. Style, P. Jayathissa, K. Hiini, K. Ross, K. Kawamura, P. Muir, and the Waitematā AI Governance Group","2023","10.1038/s41746-023-00882-z","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000760__ea23b1e1.pdf","1","corpus_analitico_unico_tratado"
"CAND-000772__4e3349e5","Enhancing Trust in LLM-Based AI Automation Agents: New Considerations and Future Challenges","Sivan Schwartz, Avi Yaeli, Segev Shlomov","2023","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000772__4e3349e5.pdf","1","corpus_analitico_unico_tratado"
"CAND-000789__41d61e4c","A toolbox for surfacing health equity harms and biases in large language models","Stephen R. Pfohl, Heather Cole-Lewis, Rory Sayres, Darlene Neal, Mercy Asiedu, Awa Dieng, Nenad Tomasev, Qazi Mamunur Rashid, Shekoofeh Azizi, Negar Rostamzadeh, Liam G. McCoy, Leo Anthony Celi, Yun Liu, Mike Schaekermann, Alanna Walton, Alicia Parrish, Chirag Nagpal, Preeti Singh, Akeiylah Dewitt, Philip Mansfield, Sushant Prakash, Katherine Heller, Alan Karthikesalingam, Christopher Semturs, Joelle Barral, Greg Corrado, Yossi Matias, Jamila Smith-Loud, Ivor Horn, Karan Singhal","2024","10.1038/s41591-024-03258-2","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000789__41d61e4c.pdf","1","corpus_analitico_unico_tratado"
"CAND-000799__c16dcab8","Artificial Intelligence and Decision-Making in Oncology: A Review of Ethical, Legal, and Informed Consent Challenges","Eliza-Maria Froicu, Ioana Creangă-Murariu, Vlad-Adrian Afrăsânie, Bogdan Gafton, Teodora Alexa-Stratulat, Lucian Miron, Diana Maria Pușcașu, Vladimir Poroch, Gema Bacoanu, Iulian Radu, Mihai-Vasile Marinca","2025","10.1007/s11912-025-01698-8","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000799__c16dcab8.pdf","1","corpus_analitico_unico_tratado"
"CAND-000811__a9083e0f","On the Complexities of Testing for Compliance with Human Oversight Requirements in AI Regulation","Markus Langer; Veronika Lazar; Kevin Baum","2026","10.1007/978-3-032-07132-3_11","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000811__a9083e0f.pdf","1","corpus_analitico_unico_tratado"
"CAND-000815__0b2e372a","SkinGPT-4: An Interactive Dermatology Diagnostic System with Visual Large Language Model","Juexiao Zhou, Xiaonan He, Liyuan Sun, Jiannan Xu, Xiuying Chen, Yuetan Chu, Longxi Zhou, Xingyu Liao, Bin Zhang, Xin Gao","2023","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000815__0b2e372a.pdf","1","corpus_analitico_unico_tratado"
"CAND-000842__2434fb53","Assessing the research landscape and clinical utility of large language models: a scoping review","Ye-Jean Park, Abhinav Pillai, Jiawen Deng, Eddie Guo, Mehul Gupta, Mike Paget, Christopher Naugler","2024","10.1186/s12911-024-02459-6","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000842__2434fb53.pdf","1","corpus_analitico_unico_tratado"
"CAND-000861__7a07e764","A Categorical Archive of ChatGPT Failures","Ali Borji","2023","10.21203/rs.3.rs-2895792/v1","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000861__7a07e764.pdf","2","corpus_analitico_unico_tratado"
"CAND-000864__1f3ce3cc","SILO Language Models: Isolating Legal Risk in a Nonparametric Datastore","Sewon Min, Suchin Gururangan, Eric Wallace, Weijia Shi, Hannaneh Hajishirzi, Noah A. Smith, Luke Zettlemoyer","2023","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000864__1f3ce3cc.pdf","1","corpus_analitico_unico_tratado"
"CAND-000973__92b52521","Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies and Limitations","Siva Sai; Aanchal Gaur; Revant Sai; Vinay Chamola; Mohsen Guizani; Joel J. J. P. C. Rodrigues","unclear","10.1109/ACCESS.2017.DOI","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000973__92b52521.pdf","1","corpus_analitico_unico_tratado"
"CAND-000980__a7082414","Optimization of hepatological clinical guidelines interpretation by large language models: a retrieval augmented generation-based framework","Simone Kresevic, Mauro Giuffrè, Milos Ajcevic, Agostino Accardo, Lory S. Crocè, Dennis L. Shung","2024","10.1038/s41746-024-01091-y","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000980__a7082414.pdf","1","corpus_analitico_unico_tratado"
"CAND-000985__85aeb890","The Opportunities and Risks of Large Language Models in Mental Health","Hannah R Lawrence; Renee A Schneider; Susan B Rubin; Maja J Matarić; Daniel J McDuff; Megan Jones Bell","2024","10.2196/59479","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-000985__85aeb890.pdf","1","corpus_analitico_unico_tratado"
"CAND-001017__af7d2791","Benchmarking large language models for congenital cataract parent counseling: safety, readability, and knowledge translation of developmental and genetic information","Ligang Jiang, Yihan Zhu, Chunyan Song, Xinya Hu, Xianming Fan, Weihua Yang, Yune Zhao","2026","10.3389/fcell.2026.1785731","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001017__af7d2791.pdf","1","corpus_analitico_unico_tratado"
"CAND-001038__3f5a3c69","Large Language Models in Portuguese for Healthcare: A Systematic Review","Andre Massahiro Shimaoka; Antonio Carlos da Silva Junior; José Marcio Duarte; Thiago Bulhões da Silva Costa; Ivan Torres Pisa; Luciano Rodrigo Lopes; Paulo Bandiera-Paiva","2025","10.21203/rs.3.rs-6673690/v1","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001038__3f5a3c69.pdf","1","corpus_analitico_unico_tratado"
"CAND-001051__39543eeb","Large language models in portuguese for healthcare: a systematic review","Andre Massahiro Shimaoka, Antonio Carlos da Silva Junior, José Marcio Duarte, Thiago Bulhões da Silva Costa, Ivan Torres Pisa, Luciano Rodrigo Lopes, Paulo Bandiera-Paiva","2026","10.1007/s42600-026-00465-3","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001051__39543eeb.pdf","1","corpus_analitico_unico_tratado"
"CAND-001153__1cfcd0d8","Don't blame me: How Intelligent Support Affects Moral Responsibility in Human Oversight","Cedric Faas, Richard Uth, Sarah Sterz, Markus Langer, Anna Maria Feit","2026","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001153__1cfcd0d8.pdf","1","corpus_analitico_unico_tratado"
"CAND-001160__32fd8954","SARA: Leveraging LLM Agents and Jurisprudential Ontologies for Automated Legal Reasoning","Francisco C J Bonfim; Sara Pessoa Silva; Alicia S Neves; Henrique Santos; João A Monteiro Neto; Jorge L B Araujo; Rilder S Pires; Ricardo Alexandre Da Silva Costa; Vasco Furtado; Vladia Pinheiro","2024","unclear","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001160__32fd8954.pdf","3","corpus_analitico_unico_tratado"
"CAND-001164__97231382","Evaluation of the Performance of Generative AI Large Language Models ChatGPT, Google Bard, and Microsoft Bing Chat in Supporting Evidence-Based Dentistry: Comparative Mixed Methods Study","Kostis Giannakopoulos; Argyro Kavadella; Anas Aaqel Salim; Vassilis Stamatopoulos; Eleftherios G Kaklamanos","2023","10.2196/51580","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001164__97231382.pdf","1","corpus_analitico_unico_tratado"
"CAND-001169__b49875b9","Online Health Information–Seeking in the Era of Large Language Models: Cross-Sectional Web-Based Survey Study","Hye Sun Yun; Timothy Bickmore","2025","10.2196/68560","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001169__b49875b9.pdf","1","corpus_analitico_unico_tratado"
"CAND-001180__d1d9d60f","A survey on augmenting knowledge graphs (KGs) with large language models (LLMs): models, evaluation metrics, benchmarks, and challenges","Nourhan Ibrahim; Samar Aboulela; Ahmed Ibrahim; Rasha Kashef","2024","10.1007/s44163-024-00175-8","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001180__d1d9d60f.pdf","1","corpus_analitico_unico_tratado"
"CAND-001181__6896e932","Perspective LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling","Iqbal H. Sarker","2024","10.1007/s44163-024-00129-0","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001181__6896e932.pdf","1","corpus_analitico_unico_tratado"
