id_estudo,titulo,autores,ano,doi,decisao_final,classificacao,proveniencia_tecnica,duplicata_de,arquivo_pdf,pagina_evidencia,corpus,incluido_no_corpus,justificativa_decisao,data_validacao_autor,status_validacao,desenho_estudo,veiculo,setor,mecanismos,camadas,alinhamento_questoes_pesquisa,hash_pdf,trecho_evidencia,limitacoes,nota_metadados
CAND-000668__48d53ee9,Governance risks of AI reasoning in urban infrastructure through Delphi audit of human and large language model judgment,Alence Poudel; Carla Barrios; Paola De La Torre; Huy Ton; Trevor Surface; Varenya Mehta; Samanata Silwal,2026,10.1007/s44327-026-00268-2,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000668__48d53ee9.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Discover Cities,urban infrastructure; municipal public administration; smart cities,Governance and audit of LLM reasoning in regulated urban public-sector contexts | Expert-derived benchmarking of commercial LLM judgment against infrastructure professionals,governance | human oversight | institutional compliance | risk assessment,audit and compliance | governance and accountability | human oversight and contestation | regulated high-stakes contexts | risk control,20af485b67d580dbe8cc0864a43e07dbda88657e505a99487fc0b25ff6f43b31,Governance risks of AI reasoning in urban infrastructure through Delphi audit of human and large language model judgment,,
CAND-000669__446b7113,"Enterprise-Scale Risk Decision Intelligence Systems Using Large Language Models (LLMs) For Automated Governance, Compliance, and Policy Enforcement",B. M. Taslimul Haque; Md. Arifur Rahman,2025,10.63125/te050f20,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000669__446b7113.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,American Journal of Interdisciplinary Studies,"finance, healthcare, information technology, telecommunications, logistics, manufacturing, insurance",Enterprise LLM governance for automated compliance and policy enforcement | Quantitative organizational adoption and performance outcomes,compliance intelligence layer | organizational governance layer | risk and cybersecurity layer,LLM governance in regulated environments | compliance automation and accountability | human oversight and organizational transparency,25f4d5c85b7ca9291bcb15d6cb9529d9047cb32ae3662e1882c6df17790fb14f,"enterprise-scale risk decision intelligence systems using Large Language Models (LLMs) for automated governance, compliance, and policy enforcement",,
CAND-000672__09be4225,Building a Safe and Transparent Workflow for Large Language Model (LLM)-Assisted Clinical Trials and Prediction Models: A Technical Report,João Frutuoso,2025,10.7759/cureus.92571,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000672__09be4225.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Cureus,healthcare,Governance workflow for LLM use in regulated clinical research | Research integrity and reporting compliance for LLM-assisted trials and prediction models,documentation_and_audit | governance_rules | human_oversight | privacy_and_security | technical_safeguards,LLM governance in regulated environments | auditability and monitoring | human oversight and accountability | risk mitigation in high-stakes healthcare contexts,74b2f2aea873ccb396292a64111d213edfc04648a913e028a79f1e1b49f7655e,Review began 08/29/2025 Review ended 09/11/2025 Published 09/17/2025,,
CAND-000673__d5982e69,Large Language Models for Cybersecurity Policy Compliance and Risk Mitigation,Emmanuel Cadet; Edima David Etim; Iboro Akpan Essien; Eseoghene Daniel Erigha; Lawal Abdulmutalib Babatunde; Joshua Oluwagbenga Ajayi; Ehimah Obuse,2024,10.32628/IJSRSSH242560,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000673__d5982e69.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,International Journal of Scientific Research in Humanities and Social Sciences,cybersecurity; IT and operational technology environments,"LLM-supported cybersecurity policy compliance and risk mitigation | Regulatory mapping, monitoring, and governance controls in regulated IT/OT environments",governance and oversight layer | monitoring and alerting layer | operational control layer | policy/regulatory layer,LLM governance in regulated contexts | compliance and risk control | human oversight and accountability | monitoring and audit,06b6942104b741418e7dfe48e5679f08c4df740f2905c1a561bdae4b0bd9a4fb,Large Language Models for Cybersecurity Policy Compliance and Risk Mitigation,,
CAND-000675__5f70aca1,"Large Language Models in Healthcare Management: Implementation Evidence, Governance Architecture, and Strategic Pathways","Ran Zhang, Saibing Wang",2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000675__5f70aca1.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Academic Journal of Management and Social Sciences,healthcare management,Governance architecture for LLM implementation in healthcare management | Sociotechnical controls linking technical safeguards to management outcomes,human_oversight | monitoring_and_audit | organizational_outcomes | policy_alignment | technical_controls | workflow_design,audit_logs_traceability | governance_of_generative_ai | human_oversight | knowledge_retrieval_and_QA | regulated_healthcare_context | risk_and_compliance,b380569b1af61f0903121cc6115f0ebdb72777ed5707c30cb03e4aa43c9dcfa9,"This review focuses on five implementation domains: model foundations and adaptation, knowledge retrieval and question answering, document intelligence, operations and decision support, and governance and safety.",,
CAND-000678__f125a548,Electronic Governance Controls for AI-Enabled Agentic Large Language Models in Digital Government (Compliance-by-Design and Evidence-Linked Evaluation),"Almaghrabi, M. A.",2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000678__f125a548.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,International Journal of Research and Studies Publishing,digital government / public sector,Governance controls for agentic LLMs in digital government | Compliance-by-design and auditable public-sector deployment,control and enforcement mechanisms | evaluation and evidence linkage | human oversight | policy and governance instruments,auditability and compliance controls | governance of generative AI in regulated contexts | human oversight and escalation | risk and accountability in public-sector AI deployment,cc07840dcad7a9e044b4eb4549e8d199db150705f4c0a60bb9984277dbde98c6,This paper aims to propose an electronic- governance framework that enables governed use of LLM-enabled agentic systems under binding constraints.,,
CAND-000679__ccc86af8,The Ethical Compass of the Machine: Evaluating Large Language Models for Decision Support in Construction Project Management,Somtochukwu Azie; Yiping Meng,2024,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000679__ccc86af8.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,construction project management,Ethical governance and oversight of LLMs in high-stakes decision support | Human-in-the-loop requirements and accountability limits of LLMs outside conversational interfaces,accountability | evaluation framework | oversight | risk control,LLM governance in high-stakes environments | ethical reliability of generative AI decision support | human oversight and accountability,28b8b4722d03002f536dc90c49e665036bfe5af48cdfd0877393374ab4b7899b,"A mixed-methods research design was employed, involving the quantitative performance testing of two leading LLMs against twelve real-world ethical scenarios using a novel Ethical Decision Support Assessment Checklist (EDSAC), and qualitative analysis of semi-structured interviews with 12 industry experts",,
CAND-000681__d83504a2,Unified AI Security Posture Management Framework for Multi-Cloud Large Language Model Deployments,Vaishali Mahavratayajula,2026,10.22399/ijcesen.5279,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000681__d83504a2.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,International Journal of Computational and Experimental Science and Engineering (IJCESEN),"finance, healthcare, government, enterprise multi-cloud",AI security posture management for LLM workloads | multi-cloud security and compliance governance,compliance certification | deployment lifecycle | infrastructure | monitoring and incident response | security controls,LLM governance in regulated contexts | compliance and risk management for deployed AI systems | security monitoring and auditability,1e8cd78afe5ba86f32e7a91b67de3d4e157a333cc5844b6dcac01ab1b8253256,This survey presents emerging Unified AI Security Posture Management (UAI-SPM) frameworks for hosting LLM applications in multi-cloud environments.,,
CAND-000696__6e4364a4,SHARP: Social Harm Analysis via Risk Profiles for Measuring Inequities in Large Language Models,Alok Abhishek; Tushar Bandopadhyay; Lisa Erickson,2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000696__6e4364a4.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,arXiv preprint,"healthcare, finance, hiring, welfare allocation, criminal justice",Multidimensional risk profiling for responsible LLM evaluation and governance | Tail-sensitive social harm measurement beyond mean-centered benchmarks,evaluation layer | risk measurement layer,LLM governance in regulated contexts | bias and fairness accountability | risk assessment and auditing,1d8f869b40f949d216d25f945960cbda78359bf932a3b237ba82b3e517aa998b,"Large language models (LLMs) are increasingly deployed in high-stakes domains, where rare but severe failures can result in irreversible harm.",,
CAND-000701__5b2c1dc7,Towards AI Accountability Infrastructure: Gaps and Opportunities in AI Audit Tooling,Victor Ojewale; Ryan Steed; Briana Vecchione; Abeba Birhane; Inioluwa Deborah Raji,2024,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000701__5b2c1dc7.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,arXiv preprint arXiv:2402.17861,AI audit practitioners across internal and external auditing organizations,Gaps in AI audit tooling for accountability | Landscape of audit tools versus practitioner needs,audit | compliance | governance | risk management,AI governance | accountability | audit | compliance | observability | risk control,69e7dc590ef110a3480465c600344de3f9af2b220b4e745c2264598db8c29d79,they often fall short in supporting accountability,,
CAND-000704__1238b2f3,Audit Trails for Accountability in Large Language Models,Victor Ojewale; Harini Suresh; Suresh Venkatasubramanian,2026,unclear,incluir_central,evidencia_central,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000704__1238b2f3.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,"healthcare, finance, employment, public services","LLM audit trails for continuous accountability | Lifecycle-linked, tamper-evident provenance and governance logging",LLM workflow instrumentation layer | audit/logging layer | governance layer | storage and auditor interface layer,governance_accountability | llm_genai | operational_technical_governance | regulated_high_stakes | risk_audit_compliance,4e2243656bb0bb7529e46de41603d651622c7e3bd04cc9b001d8eb29ccf0f149,"Large language models (LLMs) are increasingly embedded in consequential decisions across healthcare, finance, employment, and public services.",,
CAND-000707__6b8a4b2b,Learning From Failure: Integrating Negative Examples when Fine-tuning Large Language Models as Agents,Renxi Wang; Haonan Li; Xudong Han; Yixuan Zhang; Timothy Baldwin,2024,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000707__6b8a4b2b.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,tecnologia e operações,Learning from failed agent trajectories during LLM fine-tuning | Data-efficient agent tuning with negative examples,inference | model_fine_tuning | training_data_curation,operational_learning,2482e63ca6c231a3937908b80caf98ad88820e08df926bdcc9dca117158c47ee,"we improve model performance by a large margin on mathematical reasoning, multi-hop question answering, and strategic question answering tasks.",,Ano e setor normalizados a partir do texto integral.
CAND-000712__1c8571e0,Rethinking LLMOps for Fraud and AML: Building a Compliance-Grade LLM Serving Stack,Prathamesh Vasudeo Naik; Naresh Dintakurthi; Yue Wang,2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000712__1c8571e0.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,arXiv,financial services,Compliance-grade LLM serving infrastructure in regulated financial workloads | Workload-aware LLMOps for fraud and AML,evaluation/quality-gate layer | policy-and-schema prompt layer | serving/runtime layer,operational technical governance | regulated high-stakes LLM deployment | risk and compliance validation,02e37e6af10a41bfe6c3e6c52fd6d03f47b098a196242c05b6c54d9a6cae8a55,deploying LLMs in regulated finan- cial systems is not simply a matter of choosing the strongest model,,
CAND-000713__bc25987d,Compliance-Scored Best-of-N Guardrail Orchestration for Multimodal Document Generation in Payments Dispute Defense,Nataraj Agaram Sundar; Tejas Morabia,2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000713__bc25987d.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,Payments/e-commerce enterprise (eBay Inc.),Compliance-scored guardrail orchestration for regulated LLM document generation | Payments dispute defense and structured multimodal outputs,candidate selection | fallback routing | generation | guardrail scoring heads | human review | telemetry/observability,compliance | guardrails | human oversight | monitoring | operational governance | privacy/PII | regulated financial context | risk control,454ad16283ab75e5684433b0a3ad29839ef227b96b817cadbcf9c7220d739458,"Variable cohorts show higher count win rates than controls overall (301/659 vs. 536/1548; +11.0 pp, 95% CI [6.6, 15.5], p < 0.001)",,
CAND-000718__61c79d62,Learning Efficient Guardrails for Compliance,Xiaofei Wen; Wenjie Jacky Mo; Yanan Xie; Peng Qi; Muhao Chen,2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000718__61c79d62.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Proceedings of the 43rd International Conference on Machine Learning,tecnologia e operações,Efficient guardrails for policy compliance in autonomous LLM-based agents | Benchmarking and lightweight online violation detection,agent trajectory monitoring | guardrail layer | policy alignment layer,LLM-based agents | compliance | deployment | guardrails | human oversight | risk and safety,822508a0945ce090db2f521bc1ba73946ecb598b4d79f9ca00d57e4e94501bbe,"we introduce POLICYGUARD- BENCH, a benchmark of 60k policy-trajectory pairs",,Setor normalizado a partir do objeto do estudo.
CAND-000720__8730e8ec,Why LLM Safety Guardrails Collapse After Fine-tuning: A Similarity Analysis Between Alignment and Fine-tuning Datasets,Lei Hsiung; Tianyu Pang; Yung-Chen Tang; Linyue Song; Tsung-Yi Ho; Pin-Yu Chen; Yaoqing Yang,2025,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000720__8730e8ec.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,arXiv,tecnologia e operações,Degradação de guardrails de segurança em LLMs após fine-tuning | Papel da similaridade entre datasets de alinhamento e de fine-tuning,downstream fine-tuning | instruction fine-tuning | pre-training | safety alignment,deployment | guardrails | operational technical governance | risk control,26530cfc4c961fcb3bf6b7ef47158b073879414a100881bdf1a4d555317c8170,arXiv:2506.05346v1 [cs.CR] 5 Jun 2025 Why LLM Safety Guardrails Collapse After Fine-tuning,,Setor normalizado a partir do objeto do estudo.
CAND-000721__5ba14ce5,Who judges the judges? Governance from metrics: a runtime framework for continuous LLM compliance monitoring,Jehanne Dussert,2026,unclear,incluir_central,evidencia_central,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000721__5ba14ce5.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,arXiv preprint,"Regulated environments; EU regulatory and public-sector contexts referenced (EU AI Act, GDPR, ANSSI, accessibility)","Continuous runtime governance and compliance monitoring for deployed LLM systems | Regulatory judge panels, uncertainty signaling, and human arbitration",evaluator/judge panel | human gate and escalation | observability and tracing | routing architecture,continuous compliance monitoring | generative AI governance in production | human oversight and arbitration | observability and auditability | regulated deployment constraints | risk and bias in automated evaluation,42e1f3f8286d75aa7f618625b5d9eff09a053aeb19be956d2d1b71b2280ca150,"Current approaches to AI compliance treat conformity as a binary, audit-time verdict rather than a continuous, measurable property of production systems.",,
CAND-000725__f8c9fd58,AI Trust OS — A Continuous Governance Framework for Autonomous AI Observability and Zero-Trust Compliance in Enterprise Environments,"Eranga Bandara, Asanga Gunaratna, Ross Gore, Abdul Rahman, Ravi Mukkamala, Sachin Shetty, Sachini Rajapakse, Isurunima Kularathna, Peter Foytik, Safdar H. Bouk, Xueping Liang, Amin Hass, Ng Wee Keong, Kasun De Zoysa",2026,unclear,incluir_central,evidencia_central,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000725__f8c9fd58.pdf,2,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,enterprise,"Governança contínua e observabilidade de sistemas de IA baseados em LLM em ambientes empresariais regulados | Arquitetura zero-trust para descoberta, validação e documentação automatizada de compliance","Layer 1: Zero-Trust Telemetry Boundary | Layer 2: core governance modules | Layer 3: predictive intelligence and LLM-generated compliance documentation | Layer 4: governance outputs to regulators, auditors, and enterprise buyers",RAG | agentes | auditoria | compliance | contextos regulados | governança de IA generativa | logs e tracing | observabilidade | privacidade | segurança,074c380ac5a9a4404f3eb7cd4db3b012c9e0498c574fd097e649daf72a5c7628,"proactive discovery over reactive declaration, telemetry evidence over manual attestation, continuous posture over point-in-time audit, and architecture-backed proof over policy-document trust",,
CAND-000727__603723b4,NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,"Traian Rebedea, Razvan Dinu, Makesh Sreedhar, Christopher Parisien, Jonathan Cohen",2023,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000727__603723b4.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,arXiv,tecnologia e operações,Programmable runtime guardrails for controllable and safe LLM conversational applications | Moderation and safety rails independent of underlying LLM,dialogue_manager | input_moderation_layer | output_moderation_layer | runtime_control_layer,conversational_ai_safety | guardrails | human_imposed_constraints | operational_technical_governance | risk_control,6a3f51197553bf4a65ec2c8499b98b3b8e11a44a1246170e1d5cb05a2ce22740,easily adding programmable guardrails to LLM-based conversational systems,,Setor normalizado a partir do objeto do estudo.
CAND-000730__970b2c20,Computable Gap Assessment of Artificial Intelligence Governance in Children's Centres: Evidence-Mechanism-Governance-Indicator Modelling of UNICEF's Guidance on AI and Children 3.0 Based on the Graph-GAP Framework,Wei Meng,2025,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000730__970b2c20.pdf,2,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,child-centred artificial intelligence; children's rights; education and child-related AI scenarios,Computable governance gap assessment for child-centred AI | Formalizing policy requirements into auditable evidence-mechanism-governance-indicator structures,evidence | governance | indicator | mechanism,RQ on defining and quantifying evidence mechanism governance and metrics gaps | RQ on formalising policy requirements into reproducible traceable auditable governance indicator systems,29f229614975cc07d3496a95f6fc64824c127ebddef883be8348e0b2d6c00ee4,"regulatory texts often outline principles and requirements yet lack reproducible evidence anchors, clear causal pathways, executable governance toolchains, and computable audit metrics",,
CAND-000753__02175825,ChatGPT vs Google for Queries Related to Dementia and Other Cognitive Decline: Comparison of Results,Vagelis Hristidis; Nicole Ruggiano; Ellen L Brown; Sai Rithesh Reddy Ganta; Selena Stewart,2023,10.2196/48966,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000753__02175825.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Journal of Medical Internet Research,healthcare,Quality and trustworthiness of LLM-generated health information | Comparative evaluation of ChatGPT versus web search for dementia-related queries,técnica | interacional | regulatória,human_assessment_of_model_outputs | regulated_healthcare_llm_use,590a40aff4c9df94bf5102d26abc7f749d4c8a75e9b35bfe3a6abf80465e63f3,"Three domain experts assessed the results for their currency of information, reliability of the source, objectivity, relevance to the query, and similarity of their response.",,Camadas normalizadas a partir dos mecanismos documentados no texto integral.
CAND-000760__ea23b1e1,An example of governance for AI in health services from Aotearoa New Zealand,"R. Whittaker, R. Dobson, C. K. Jin, R. Style, P. Jayathissa, K. Hiini, K. Ross, K. Kawamura, P. Muir, and the Waitematā AI Governance Group",2023,10.1038/s41746-023-00882-z,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000760__ea23b1e1.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,npj Digital Medicine,healthcare,Institutional AI governance in healthcare | Culturally grounded governance framework with practical implementation,clinical_governance | data_and_digital_governance | equity_and_indigenous_health_oversight | legal_review | organizational_governance | privacy_and_security,governance_and_accountability_in_regulated_contexts | human_oversight_and_review | risk_privacy_security_compliance,c5222a5b16b1898b1c3ccc7a63fb5128970042bd283b78d713c0a63277d2eea5,Here we report on the development and establishment of comprehensive and effective governance over the development and implementation of AI tools within a health service in Aotearoa NZ.,,
CAND-000772__4e3349e5,Enhancing Trust in LLM-Based AI Automation Agents: New Considerations and Future Challenges,"Sivan Schwartz, Avi Yaeli, Segev Shlomov",2023,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000772__4e3349e5.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,AutoMate'23@IJCAI: The First International Workshop on the Future of No-Code Digital Apprentices; CEUR Workshop Proceedings,process automation; no-code digital apprentices; enterprise AI assistants,Trust frameworks for LLM-based AI automation agents | Mapping legacy trust dimensions to autonomous LLM agents and assessing nascent products,future_research_challenges | product_implementation_assessment | trust_components,governance_accountability | human_oversight_contestation | llm_genai | operational_technical_governance | risk_audit_compliance,d30ce308afc8247267da6512ebca44bac556559beeef10854e85b8f50be39b14,the rapid advancements in Large Language Models (LLMs) and the emergence of LLM-based AI agent frameworks pose new challenges and opportunities,,
CAND-000789__41d61e4c,A toolbox for surfacing health equity harms and biases in large language models,"Stephen R. Pfohl, Heather Cole-Lewis, Rory Sayres, Darlene Neal, Mercy Asiedu, Awa Dieng, Nenad Tomasev, Qazi Mamunur Rashid, Shekoofeh Azizi, Negar Rostamzadeh, Liam G. McCoy, Leo Anthony Celi, Yun Liu, Mike Schaekermann, Alanna Walton, Alicia Parrish, Chirag Nagpal, Preeti Singh, Akeiylah Dewitt, Philip Mansfield, Sushant Prakash, Katherine Heller, Alan Karthikesalingam, Christopher Semturs, Joelle Barral, Greg Corrado, Yossi Matias, Jamila Smith-Loud, Ivor Horn, Karan Singhal",2024,10.1038/s41591-024-03258-2,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000789__41d61e4c.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Nature Medicine,healthcare,Evaluating and surfacing equity-related harms and biases in medical LLM outputs | Human assessment frameworks and adversarial datasets for regulated healthcare LLMs,dataset layer | deployment risk layer | evaluation layer | human review layer,bias governance | harm and failure detection | human oversight | regulated healthcare deployment,b50534c684801223a826309b67245bd3eba092abb69e328bcf424a79598a1e7a,Nature Medicine | Volume 30 | December 2024 | 3590–3600,,
CAND-000799__c16dcab8,"Artificial Intelligence and Decision-Making in Oncology: A Review of Ethical, Legal, and Informed Consent Challenges","Eliza-Maria Froicu, Ioana Creangă-Murariu, Vlad-Adrian Afrăsânie, Bogdan Gafton, Teodora Alexa-Stratulat, Lucian Miron, Diana Maria Pușcașu, Vladimir Poroch, Gema Bacoanu, Iulian Radu, Mihai-Vasile Marinca",2025,10.1007/s11912-025-01698-8,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000799__c16dcab8.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Current Oncology Reports,Healthcare (oncology),"Ethical, legal, and consent governance of AI-assisted oncology decision-making | Accountability and oversight in LLM-supported treatment recommendations",clinical_workflow_oversight | policy_and_ethics,governance_accountability | human_oversight_contestation | regulated_high_stakes_healthcare | risk_audit_compliance,ae8e9cd752771faeba35a55cce90cbea4317754dda7c9d476101f918b34cc71a,This systematic review followed the PRISMA 2020 guidelines and was prospectively registered in the PROSPERO (CRD420251046482) database.,,
CAND-000811__a9083e0f,On the Complexities of Testing for Compliance with Human Oversight Requirements in AI Regulation,Markus Langer; Veronika Lazar; Kevin Baum,2026,10.1007/978-3-032-07132-3_11,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000811__a9083e0f.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,"AISoLA 2025, LNCS 16220",AI regulation and high-risk AI systems,Challenges in testing compliance with human oversight requirements | Operationalizing AI Act Article 14 through auditing and empirical oversight evaluation,human_factors | organizational_process | policy_regulatory | technical_system,accountability | auditing | compliance | human_oversight | regulated_contexts | risk_management,b713f4132479be0cb4a4ad923a6b5adcf4433f12ebc8b05d83df384b4784ca46,Human oversight requirements are a core component of the European AI Act and in AI governance.,,
CAND-000815__0b2e372a,SkinGPT-4: An Interactive Dermatology Diagnostic System with Visual Large Language Model,"Juexiao Zhou, Xiaonan He, Liyuan Sun, Jiannan Xu, Xiuying Chen, Yuetan Chu, Longxi Zhou, Xingyu Liao, Bin Zhang, Xin Gao",2023,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000815__0b2e372a.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,healthcare,Interactive visual LLM for clinical dermatology support | Privacy-aware local deployment in healthcare diagnosis,application layer | deployment/privacy layer,LLM systems in regulated healthcare | interactive conversational medical assistants,f2957dc35694bc819c561aa192731281f28c6299989c4f4ed4d95612eaefa27a,"SkinGPT-4 leverages a fine-tuned version of MiniGPT-4, trained on an extensive collection of skin disease images",,
CAND-000842__2434fb53,Assessing the research landscape and clinical utility of large language models: a scoping review,"Ye-Jean Park, Abhinav Pillai, Jiawen Deng, Eddie Guo, Mehul Gupta, Mike Paget, Christopher Naugler",2024,10.1186/s12911-024-02459-6,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000842__2434fb53.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,BMC Medical Informatics and Decision Making,healthcare,"Governance-related implications and evaluation of LLMs in clinical healthcare | Ethical-legal-privacy barriers, human oversight, and standardized clinical utility assessment",evaluation_assurance_layer | human_supervision_layer | policy_ethics_layer,evaluation_and_accountability | human_oversight | llm_governance_implications | regulated_domain_healthcare | risk_and_harm_mitigation,01480bbc631279b9cf64018cebc0fd7ca8df821a0d2a9054938ff4e906bf4572,Park et al. BMC Medical Informatics and Decision Making (2024) 24:72 https://doi.org/10.1186/s12911-024-02459-6,,
