"identificador","titulo","decisao_checkpoint","classificacao_final","integra_universo_407","origem_classificacao","duplicata_de","justificativa","evidencia_adjudicacao","pagina_evidencia","arquivo_pdf","hash_pdf"
"CAND-000179__1b3136a4","Hospitalists Are Already Using AI—Why Implementation Will Determine Its Impact","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Peer-reviewed commentary on LLM adoption and governance lag in hospital medicine; relevant as contextual evidence on organizational governance and implementation in a regulated domain, but it does not study conversational systems or conversational governance mechanisms.","","","CAND-000179__1b3136a4.pdf","94baf6693d4553f2a7c004911775cee7f5dca0f58edb3a73c3a16ca8cb427981"
"CAND-000181__a46a92b0","From Agents to Governance: Essential AI Skills for Clinicians in the Large Language Model Era","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Viewpoint article proposing a governance-aligned, 3-tier clinician competency framework for LLM and agentic AI use in health care, explicitly covering accountability, human-AI agent interaction, ethical governance, regulatory strategy, and model life cycle management; relevant as foundational governance framing rather than empirical implementation evidence.","","","CAND-000181__a46a92b0.pdf","83211239b54f88a9b685644bedc4ab6cc5809de80d7c8117cf5dd033bc0b99e2"
"CAND-000186__06229924","AI and Human Reasoning: Qualitative Research in the Age of Large Language Models","borderline","fundacional_contextual","sim","adjudicacao_manual_v2","","Comparação empírica entre raciocínio humano e LLM em pesquisa qualitativa. Informa alinhamento interpretativo e supervisão humana, mas não estuda governança conversacional nem implantação em ambiente regulado ou de alto impacto.","We compared the results of LLMs with human classifications and reasonings.","1","CAND-000186__06229924.pdf","86150cd4a89ea9f7cf1313e1bc20c0d08721c2c47a4348906215226f99b2f3ea"
"CAND-000192__32a0dd45","Marking intersubjectivity in human-written and AI-generated editorials published in Il Foglio","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper involves LLM-generated journalism and briefly references human prompting, oversight, ethics debates, and limited transparency around the experiment, its central research question concerns authorial stance markers and intersubjective positioning in texts, not governance of conversational AI systems. The journalism/media context is not a high-stakes regulated domain as defined by the review scope.","","","CAND-000192__32a0dd45.pdf","6f5e7a260d81608caed0782f1a971082c7878fcdad05fefae42883dd0b2050ce"
"CAND-000197__0ec15e7f","ChatGPT and Generative AI in IT processes Applied Project Final Report","exclude","exclusao","sim","adjudicacao_pipeline","","Although the report explicitly focuses on generative AI and ChatGPT and briefly mentions safety, legal, and moral risks plus adoption steps such as data preparation and model selection, its stated aim is IT process improvement rather than governance of conversational LLM systems in regulated environments. Methodology is qualitative applied research with interviews, but the topic and evidence provided do not substantively cover conversational AI governance, compliance controls, human oversight, or regulated-domain implementation.","","","CAND-000197__0ec15e7f.pdf","f84f65436e13dea222b48b9a8afae019ff2a975dc2920e96fa9ec97a61cb236e"
"CAND-000199__bded0266","Tracing English interference in AI-generated German: An analysis of word order and syntactic fronting","exclude","exclusao","sim","adjudicacao_pipeline","","Provided text shows an empirical linguistics study comparing word order and pre-field occupation in LLM outputs against a human German journalism corpus. Although LLMs and ChatGPT are discussed, there is no evidence of chatbots/conversational agents as governed systems, guardrails, observability, audit, human oversight, risk control, or regulated-sector application. Topic mismatch with the review scope outweighs automated keyword matches.","","","CAND-000199__bded0266.pdf","23019a03150bfa67e21eeccbe7b2eba09c40eecedc390e3d529808460979a9f9"
"CAND-000201__45cbf799","Uncanny Semantics: How AI and Human Authors Use Language Differently in Academic Writing","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The study provides empirical evidence on semantic and epistemic differences between human and LLM-authored academic texts, but the provided text contains no focus on conversational systems, governance, accountability, audit, compliance, human oversight, or regulated high-stakes deployment contexts required for central inclusion.","","","CAND-000201__45cbf799.pdf","a701b5d24b0aefd087db0f3425ceb1d32a13c8d2a0c19128dd5492a75dde994b"
"CAND-000210__02f192de","Benchmark evaluation of video large language models in quality assessment of science popularization videos for dry eye","exclude","exclusao","sim","adjudicacao_pipeline","","The article is an empirical benchmark of VideoLLMs in a healthcare content-quality context. Although it references LLMs, misinformation risk, and governance of medical video content, the provided text contains no evidence of chatbots, conversational agents, dialogue oversight, guardrails, audit/logging of conversational systems, or other core conversational governance topics in the review scope.","","","CAND-000210__02f192de.pdf","0dbfac0f98832dcb95691807ebc7048241db9ad43c3037c8ed1b429fad0833ed"
"CAND-000212__6cda20ce","Strategies and Pathways for Emerging Pollutant Governance Based on Artificial Intelligence Technology","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text mentions artificial intelligence, large models, ChatGPT, governance, risk assessment, and monitoring, these refer to environmental pollutant management frameworks rather than governance of conversational LLM systems. No conversational AI, human oversight, guardrails, audit/logging for dialogue systems, or regulated-sector conversational deployment contexts appear in the provided text.","","","CAND-000212__6cda20ce.pdf","e43191dbd1e5a57412fad6cc1864ee1db19a1b26f85af7ba44435d132f915955"
"CAND-000217__2e94e3b3","Expanding the Duty to Rescue to Climate Migration","exclude","exclusao","sim","adjudicacao_pipeline","","Despite Python triage scoring governance and regulated-domain terms, the full text addresses climate displacement ethics, moral obligations of rescuers, and humanitarian preparation—not conversational or generative AI governance. No technology implementation, system design, oversight mechanisms, or compliance frameworks for AI appear in the provided text.","","","CAND-000217__2e94e3b3.pdf","79989571117c27d08c7e26aab9385afab7aeddf57b1d16a3bc06d8132828b911"
"CAND-000224__1e08e01c","Presenting an International Entrepreneurship Model: A Case Study of ECO Member Countries","exclude","exclusao","sim","adjudicacao_pipeline","","Matches on terms such as governance, legal, policy, transparency, and institutional refer to regional entrepreneurship policy-making, administrative barriers, and economic institutions—not conversational AI governance. Python triage flagged foundational_contextual due to keyword overlap, but full-text evidence shows the article is outside the review scope.","","","CAND-000224__1e08e01c.pdf","7ef278b7aaa288b7c77c261858055c409206d26319d8343d285daaf48ca188d5"
"CAND-000230__f9e04498","From principles to practice: a novel matrix for evaluating AI-powered learning platforms based on the UNESCO Ethical Impact Assessment tool","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study operationalizes UNESCO EIA into G-AIETM and evaluates ethical governance of AI educational platforms in a regulated education context, with Khanmigo noted as GPT-powered. It addresses accountability, transparency, data governance, compliance, and localization barriers relevant to governed AI deployment, but does not center conversational systems, chatbot governance, guardrails, observability, or LLM-specific operational controls.","","","CAND-000230__f9e04498.pdf","e7a4b2f1d8559b250e7ccc0ade517011dd42cce89cee111942c257aa8c6eaac2"
"CAND-000232__44ed0b15","LLM-Powered Observability Enhancing Monitoring and Diagnostics","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","O texto fornecido apresenta LLMs específicos, observabilidade operacional (logs, analytics, traces), monitoramento e contexto regulado de saúde com menção a HIPAA, privacidade, ética e vieses. Contudo, o desenho metodológico completo não está disponível e o foco empírico descrito no resumo parece ser avaliação de acurácia diagnóstica por prompts de sintomas, não governança conversacional. Relevante como evidência de apoio para observabilidade e compliance em LLMs em saúde.","","","CAND-000232__44ed0b15.pdf","26ebd6a505c96e394b4f98fe4525795a9449a9001b5d8750921111553e0f1b76"
"CAND-000235__f629befe","Model Context Protocol: Enhancing LLM Performance for Observability and Analytics","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","O texto fornecido trata MCP como framework técnico para gestão de contexto e observabilidade/analytics de LLMs em ambientes empresariais, alinhando-se parcialmente ao escopo de observabilidade e governança operacional/técnica. Não há, nas evidências fornecidas, foco em governança conversacional, chatbots, supervisão humana, compliance, accountability ou ambientes regulados específicos. Por isso, é mais útil como evidência de apoio técnico do que como estudo central de governança conversacional.","","","CAND-000235__f629befe.pdf","f83458a3a056e33a85cdf213f87488dbe7ef74ba7e106ecad082df2ce4bb03d8"
"CAND-000236__fc012562","An Integrated Observability Intelligence Framework: Bridging Semantic Data Modeling, Caching, and LLM-Powered Multi-Agent Root Cause Analysis","borderline","evidencia_apoio","sim","adjudicacao_manual_v2","","Arquitetura LLM multiagente com camada semântica governada, consistência de métricas e segurança na fronteira do modelo. Embora não setorial, apresenta mecanismos técnicos diretamente transferíveis para observabilidade e auditoria em ambientes regulados.","automated root cause analysis frameworks lack a governed, semantically coherent data foundation","2","CAND-000236__fc012562.pdf","21930014796a1ee1bf85ef27ea0496b98807107c42c98d08f01c5e382c982cda"
"CAND-000246__e1e9c6d5","Methodological foundations of AI observability for enterprise LLM applications","central_evidence","evidencia_central","sim","adjudicacao_pipeline","","The article explicitly targets methodological foundations of AI observability for enterprise LLM applications, proposing a multi-level framework across quality/semantics, cost/performance, security/privacy, and responsibility/ethics. It addresses LLM-specific risks (hallucinations, data leaks, cost escalation), couples automated metrics with human feedback, and discusses conversational assistants within enterprise deployment contexts relevant to governance and monitoring.","","","CAND-000246__e1e9c6d5.pdf","e3df6ef50a17cb4bd7e02775ddf844ae657ab1f12e7f975be735ce7738ddd746"
"CAND-000248__49f0daa4","When LLM Agent Teams Fail at Topological Spatial Reasoning Under Partial Observability","exclude","exclusao","sim","adjudicacao_pipeline","","Although the study involves LLM agents communicating through dialogue in a cooperative task, the focus is spatial reasoning and scalable coordination limitations rather than governance of conversational AI systems. No evidence in the provided text covers guardrails, observability for governance, auditing, compliance, supervision, contestation, or regulated sectors.","","","CAND-000248__49f0daa4.pdf","719859b595e2f7e02ff893b7ea9c9b99704811df9105ecadd351302974f32788"
"CAND-000249__08d85b6f","Observability for LLM apps: what to log, privacy-safe telemetry, KPIs","central_evidence","evidencia_central","sim","adjudicacao_pipeline","","The article directly addresses observability, auditable logging, privacy-preserving telemetry, and operational KPIs for LLM applications, explicitly linking these practices to governance risks, safety compliance, and enterprise deployment. It proposes a model-agnostic observability framework with interaction, execution, performance, and safety layers, which aligns closely with the review focus on operational/technical governance, monitoring, auditability, privacy, and compliance in LLM-based systems.","","","CAND-000249__08d85b6f.pdf","f41476fb751cc92c5429b79400e148a801a743c2997af04dc741168cbbe852c8"
"CAND-000255__d65d93a4","A Trustworthy AI and Data Governance Architecture for Ensuring Integrity and Ethics in Large Language Model Deployments across Enterprise Platforms","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","O artigo propõe uma arquitetura abrangente de governança de IA e dados para implantações de LLM em plataformas empresariais, com controles de integridade, ética, compliance, guardrails, supervisão humana, auditoria e observabilidade. O alinhamento com governança conversacional é parcial: menciona interfaces conversacionais, mas o foco principal é arquitetura de governança empresarial de LLM, não governança conversacional como objeto central.","","","CAND-000255__d65d93a4.pdf","232742f93df93b8cf24b23d5a585356075fff98783effe7fbd5309b270f3622a"
"CAND-000256__46108cdf","From Deterministic Pipelines to Intelligent Orchestration: A Transformer-Driven Framework for LLM-Augmented DevOps Automation","borderline","evidencia_apoio","sim","adjudicacao_manual_v2","","Modelo de referência para automação DevOps com LLMs que integra observabilidade, RAG, guardrails de política e ação automatizada. Oferece evidência de apoio para controles operacionais transferíveis a implantações reguladas.","this work synthesizes a comprehensive reference model for LLM-driven DevOps optimization that spans observability ingestion, prompt orchestration layers, retrieval-augmented reasoning, policy guardrails, and automated action pipelines","1","CAND-000256__46108cdf.pdf","34f37a74012999e5d940a66a2e73ea06a357c2488b2560bc66346f71bc60d319"
"CAND-000261__fce366d0","Emergency presentations following youth suicide attempts during the COVID-19 pandemic: temporal trends and associations with containment measures","exclude","exclusao","sim","adjudicacao_pipeline","","Python triage matched governance-adjacent terms (bias, ethics, government, policy, monitoring, risk) in non-AI contexts such as research ethics, COVID containment policy, recall bias, and clinical monitoring. The study objective, methods, and findings concern psychiatric emergency trends and governmental containment stringency, not conversational AI governance in regulated settings.","","","CAND-000261__fce366d0.pdf","e30128ce65cc594dbea90bd66b9c137072fca7317d36ddee707c8d2aa660e0ed"
"CAND-000271__540d97a3","Preventable yet persistent: silicosis and gaps in public health policy – a narrative review","exclude","exclusao","sim","adjudicacao_pipeline","","Despite Python triage hits on accountability, governance, ethics, legal, healthcare, and AI terms, the article's substantive focus is silicosis epidemiology, prevention, and occupational health policy. Governance and accountability refer to employer/regulatory responsibility for occupational disease, not conversational or LLM governance. AI mentions are limited to a standard publisher declaration of non-use in manuscript preparation.","","","CAND-000271__540d97a3.pdf","5471d2ea3d78848d3030f19c044a892ca35d7d6c3057c21bda867e8d0ea7d144"
"CAND-000275__e3585f8a","Beyond the surface: diagnosing the origins of institutional barriers in the governance of floating offshore wind","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text repeatedly discusses governance, regulation, trust, legitimacy, and institutional barriers, these terms refer to marine policy and offshore renewable energy governance in the Celtic Sea, not to governance of LLM-based conversational systems. Python triage appears to be a keyword false positive. No evidence in the provided text links the study to AI, LLMs, or conversational technologies.","","","CAND-000275__e3585f8a.pdf","89ab2f9c5371f739783f4f7ef762c275985e8c6d4d00d7796eeca0a42ef79994"
"CAND-000278__33686947","Impact of open‑air dumping of urban solid waste on soil toxicity and properties in a tropical environment","exclude","exclusao","sim","adjudicacao_pipeline","","Title, abstract, and methods consistently describe soil/sediment contamination assessment in Colombia using chemical and biological assays. Despite Python triage scoring governance-related terms, these occur in environmental governance and public health contexts only. The study is outside the review scope on governança conversacional em sistemas baseados em LLMs.","","","CAND-000278__33686947.pdf","c5119cc5fec55f5f2b1ca95b85d5473c38d69641e47b0e224ac2a4b0979b80e3"
"CAND-000297__4dd95200","Governing Patient-Facing AI-Generated Video in Digital Health: A Risk-and-Ethics Matrix for Deployment, Monitoring, and Change Control","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a peer-reviewed JMIR Viewpoint that proposes an operational, life-cycle governance framework for patient-facing generative AI video in health care, with strong relevance to risk management, ethics, monitoring, human-in-the-loop review, and change control. It does not primarily address conversational LLM systems, chatbots, agents, or RAG; generative AI video governance is the central object, so it is better classified as foundational/contextual rather than central conversational-LLM evidence.","","","CAND-000297__4dd95200.pdf","3decb068c726b302604a83edc7f60299e84ed4d370859ae3319c77bc51dc1bc0"
"CAND-000298__88a35659","A Survey of Large Language Models","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is an authoritative LLM survey covering pre-training, post-training, utilization, and evaluation, with brief mentions of alignment, safety, and societal impact. Provided text does not establish conversational governance, compliance, audit, human oversight, or regulated-domain application as central objects of study. It may serve as foundational technical context for LLM capabilities and lifecycle, but not as central evidence for conversational governance in regulated environments.","","","CAND-000298__88a35659.pdf","05994e07e1e1f39414d358e5661527523e16b347c20ced53b0b9cdeb2cfb3cff"
"CAND-000301__4bd9f15e","The TRIPOD-LLM reporting guideline for studies using large language models","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a methodological consensus statement extending TRIPOD+AI into TRIPOD-LLM for transparent reporting of LLM studies in healthcare. It addresses transparency, human oversight, regulatory governance gaps, and regulated biomedical contexts, but does not empirically study conversational governance, guardrails, observability, or operational controls in deployed conversational systems. It is best classified as foundational/contextual evidence for accountability and reporting standards rather than central evidence on conversational governance.","","","CAND-000301__4bd9f15e.pdf","05b73233cd99102ff80f4ba4a63950fa1c2af19232b144efc25d6f9b6fa72fad"
"CAND-000303__bea97d47","ChatGPT in medicine: an overview of its applications, advantages, limitations, future prospects, and ethical considerations","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","Mini review focused on ChatGPT applications, limitations, and ethical considerations in medicine. Relevant as supporting evidence for regulated healthcare use of conversational LLMs and transparency/legal concerns, but provided text does not substantiate operational conversational governance mechanisms (guardrails, audit, oversight workflows).","","","CAND-000303__bea97d47.pdf","56348918a272da7b7a0cbbe0c09ed19c99097ab94692a1fefaa76350b288739f"
"CAND-000306__51599592","Future directions for chatbot research: an interdisciplinary research agenda","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a 2021 interdisciplinary research agenda for chatbot research derived from CONVERSATIONS workshop deliberations. It addresses conversational agents, ethics, privacy, GDPR, bias, and application domains such as health and education, and references GPT-3 and large language models. However, it does not empirically study or operationalize conversational governance for LLM-based systems in regulated environments; its primary contribution is future research directions rather than governance mechanisms, audit, oversight, or compliance frameworks.","","","CAND-000306__51599592.pdf","9f2cbba8750b9fc2804d37756b052b90f3ad7ff6b0d39292286a5f3ba4a7ea4f"
"CAND-000310__f9dbad49","Generative AI in Medical Practice: In-Depth Exploration of Privacy and Security Challenges","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a 2024 JMIR viewpoint on generative AI in medical practice with explicit mention of large language models and virtual health assistants in a regulated health care context, and it analyzes privacy and security threats across system lifecycle phases with mitigation strategies. However, the provided text centers on privacy and security rather than conversational governance, human oversight, accountability, guardrails, observability, or audit mechanisms for conversational LLM systems, so it is better classified as supporting rather than central evidence for the review scope.","","","CAND-000310__f9dbad49.pdf","890f49769d0f9157f6dacea77602a9ea68814815b6b0f6657332891225426882"
"CAND-000314__4aed42e3","AI and ethics: Investigating the first policy responses of higher education institutions to the challenge of generative AI","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article empirically analyzes first university policy responses to generative AI and explicitly addresses governance-related ethical dimensions such as accountability, human oversight, and transparency in higher education. It references ChatGPT/LLMs and conversational use, but its focus is institutional academic policy rather than operational or technical governance of conversational LLM systems (e.g., guardrails, observability, audit logs, deployment controls). It is relevant as supporting evidence on governance principles and human responsibility in a regulated education context, not as central evidence on conversational governance architecture.","","","CAND-000314__4aed42e3.pdf","e95f847a8b707c907a914c9d516d932b14808c66f0e0ac17c613ec77457f63e0"
"CAND-000323__025f3e29","Generative LLM Powered Conversational AI Application for Personalized Risk Assessment: A Case Study in COVID-19","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","O texto fornecido descreve um estudo empírico de IA conversacional baseada em LLMs para avaliação de risco de COVID-19 em contexto pediátrico regulado, com métricas de desempenho e análise de interpretabilidade via atenção. Há relevância para LLM conversacional e domínio regulado, mas não há evidência explícita de governança conversacional operacional (guardrails, auditoria, compliance, supervisão humana estruturada, contestação ou monitoramento pós-implantação).","","","CAND-000323__025f3e29.pdf","2c50d89d39cb6006d5fdeb8e591b8ba93dba4befef02cd34630a5e273e3e09aa"
"CAND-000333__4d727bba","Transforming Conversational AI: Exploring the Power of Large Language Models in Interactive Conversational Agents","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","O material fornecido é um livro técnico-pedagógico sobre Conversational AI e LLMs, com capítulo dedicado a AI Safety and Ethics, mas os trechos extraídos não apresentam governança operacional, supervisão humana, auditoria, compliance ou contextos regulados como foco de pesquisa. Serve principalmente como referência contextual sobre tecnologias conversacionais e LLMs.","","","CAND-000333__4d727bba.pdf","8b338c9f58f5afb8a581bb1a47e7bf555173e56fbf2edbce799cadbe550116a6"
"CAND-000347__b299e4f4","Agentic AI systems in electrical power systems engineering: current state-of-the-art and challenges","borderline","evidencia_apoio","sim","adjudicacao_manual_v2","","Revisão de sistemas de IA agêntica aplicados a infraestrutura elétrica crítica, com análise de modos de falha e recomendações para implantação segura, confiável e accountable. Sustenta mecanismos de apoio em ambiente de alto impacto.","actionable recommendations for the design and implementation of safe, reliable, and accountable agentic AI systems","1","CAND-000347__b299e4f4.pdf","322b29ad9612a17ef9dce04d2da43dbd8146adca48c0a075ed70360f1cf02e3c"
"CAND-000348__7df34e9d","Clinical artificial intelligence (AI) in Japan: Regulatory pathways, domain-specific evidence, and its data infrastructure from an international perspective","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a broad clinical AI regulatory review centered on SaMD and domain-specific diagnostic AI in Japan. It includes a substantive but secondary cross-cutting discussion of LLMs and generative AI governance gaps, oversight asymmetry, and deployment risks in healthcare, which aligns partially with the review scope. However, it does not address conversational AI, chatbots, agents, or conversational governance mechanisms; LLM content concerns documentation, summarization, and workflow rather than conversational systems.","","","CAND-000348__7df34e9d.pdf","5bc134fd479da12f8f664b78313059aec748d53ad50812d24a81c6d65bea0298"
"CAND-000349__5a731f12","Integration of Artificial Intelligence Into a Medical Curriculum: Evolving Student Perceptions and Faculty Development Challenges","borderline","fundacional_contextual","sim","adjudicacao_manual_v2","","Estudo sobre integração responsável de IA generativa em currículo médico, com formação docente e questões éticas e de política. Contextualiza governança institucional, mas não apresenta mecanismos de governança de um sistema conversacional implantado.","The rapid integration of generative artificial intelligence (AI) into medical education presents both opportunities and continuing challenges","1","CAND-000349__5a731f12.pdf","3ac18a79999a5d97f3d3c95d0cb9d8de3cc9092002eab614d1bc9e121a46e557"
"CAND-000356__6afac0ca","Conversational Artificial Intelligence in Medical Education: A Scoping Review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a scoping review centrally focused on educational utility, technology usability, and fidelity of conversational AI and LLMs in undergraduate medical education. It aligns with the review's conversational AI, LLM, and regulated healthcare-education scope, and briefly notes human oversight and safe implementation, but does not primarily address conversational governance, accountability, audit, compliance, guardrails, or operational governance mechanisms.","","","CAND-000356__6afac0ca.pdf","c83198b707a2e15e3312d5169df837d945caaf3a3ccbacfacae3ca6c78a658c4"
"CAND-000358__c1d0c8ae","Conversational AI for perinatal mental health: promise, limits, and a human-AI stepped-care framework","central_evidence","evidencia_central","sim","adjudicacao_pipeline","","The article directly addresses conversational AI and large language models in a high-stakes regulated healthcare domain (perinatal mental health), and proposes a human-AI stepped-care framework emphasizing human oversight, escalation protocols, medico-legal accountability, safety-by-design, and equity-centered evaluation.","","","CAND-000358__c1d0c8ae.pdf","ba1058b4e8d960e4afbab3f19e7ac0452bbfc039b92d28a27dd370220779d6c0"
"CAND-000361__3c0c5e12","Leveraging chatbots for enhanced decision-making: a comprehensive literature review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a peer-reviewed systematic literature review of LLM-based chatbots in decision-making across multiple sectors, with an explicit ethical-considerations theme and human-vs-AI comparison. However, the provided text centers on decision-making quality and user perceptions, not on conversational governance mechanisms such as guardrails, observability, audit, compliance controls, or structured human oversight frameworks required for central evidence in this review scope.","","","CAND-000361__3c0c5e12.pdf","ea5c4b96ffe0962458e0b5316f066a3fd7fd3c39f6392bb9ef11c20889bece53"
"CAND-000362__05003633","The AI Health Arms Race: A Critical Perspective on Big Tech and the Widening Global Health Equity Gap","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a peer-reviewed commentary that critically analyzes emerging AI-mediated consumer health platforms with conversational AI, LLMs, data governance, regulatory gaps, clinical safety, and human oversight in healthcare. It aligns with the review scope on governance in regulated LLM conversational systems, but it does not present original empirical methods, operational governance architecture, or primary evaluation of conversational governance mechanisms; it is better suited as contextual and policy-oriented background evidence.","","","CAND-000362__05003633.pdf","12f1eb2b51317afe60157d3ee97867163cae56fa31d71e2332f73c73a8bc387b"
"CAND-000368__82e661f3","Large language models in patient education for brain tumors: opportunities, risks, and ethical considerations","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","Narrative review focused primarily on LLM-supported patient education in neuro-oncology, but it explicitly addresses governance, oversight, clinician supervision, privacy, ethical risks, and proposes a clinician-guided framework for responsible integration. Relevant to regulated LLM use and human oversight, yet not centered on conversational governance as the main object of study.","","","CAND-000368__82e661f3.pdf","241bb9b311386a0f91f53bbed44d5a05aa063a243e9420c5c6805518e5e5ca13"
"CAND-000369__811fde4d","Why sycophantic LLMs may imperil interactive norms between humans","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Perspective teórica sobre norm leakage e alinhamento sicofântico em interações humano–IA com LLMs, citando accountability social e limites de alinhamento, mas sem foco em governança operacional, compliance regulatório, auditoria ou ambientes regulados de alto risco. Relevante como contexto fundacional sobre efeitos comportamentais e desenho de alinhamento conversacional, não como evidência central de governança conversacional em setores regulados.","","","CAND-000369__811fde4d.pdf","2060692b0dd9bb5b557fc0ad0a086d21459f74ec59f56fc3b647e011a6890166"
"CAND-000370__6d537d0e","Use of Artificial Intelligence in Public Health Education for Pandemic Preparedness and Response","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a scoping review that maps AI-based health education interventions, with conversational AI and LLMs as predominant modalities, and explicitly reports human oversight and governance gaps. It does not centrally develop or evaluate conversational governance frameworks for LLM systems in regulated environments, so it is better classified as supporting rather than central evidence.","","","CAND-000370__6d537d0e.pdf","845339177d7fd55778d3150c6d3a854aa2b0f752ba9f1db42dd89ab632846fae"
"CAND-000385__a614b2ae","Keeping an Eye on AI: A Framework for Effective Human Oversight of AI Systems","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper provides a cross-disciplinary foundational framework for effective human oversight of AI systems, explicitly addressing high-risk domains, foundation models, and agentic systems. It strongly aligns with governance, accountability, risk, and human oversight dimensions of the review scope, but does not specifically target conversational AI, chatbots, RAG, or conversational governance architectures in regulated LLM deployments. Best classified as foundational/contextual rather than central conversational-governance evidence.","","","CAND-000385__a614b2ae.pdf","48f3ea89bca8d42f3407ed1f241389db3f9b4ba938f966d6f967b20609937510"
"CAND-000387__af00ce05","Designing AI Systems that Augment Human Performed vs. Demonstrated Critical Thinking","exclude","exclusao","sim","adjudicacao_pipeline","","The article clearly engages GenAI/LLMs and briefly references conversational AI, but its core contribution is a conceptual distinction between performed and demonstrated critical thinking for HCI design and evaluation. No governance, risk control, compliance, supervision, contestability, logging, guardrails, or regulated-domain operational concerns are discussed in the provided text.","","","CAND-000387__af00ce05.pdf","69fd5e63df12b394264ad43a97c4b1a7f9ed352bd27fdaeeb559fc16fc0d1fc3"
"CAND-000389__48cd3b2b","Unmasking the Shadows of AI: Investigating Deceptive Capabilities in Large Language Models","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The text is a conceptual essay on deceptive behaviors in LLMs, AI Safety Summit 2023, and high-level international governance, with only peripheral mention of chatbots and no operational treatment of conversational governance, guardrails, observability, audit, human oversight, or regulated deployment controls central to the review scope.","","","CAND-000389__48cd3b2b.pdf","7027fa5b8f69c57a72b98cb1d02c1e970171c6559a973ecfa797969049a9ca08"
"CAND-000391__eb316197","Perspectives for Evaluating Conversational AI","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","O texto propõe quatro perspectivas para avaliar sistemas de IA conversacional e discute assistentes pessoais, chatbots e personalização, com menções a aplicações em educação e saúde. Não há evidência no trecho fornecido sobre governança conversacional, LLMs, compliance, auditoria, supervisão humana ou accountability em ambientes regulados.","","","CAND-000391__eb316197.pdf","e15e7bb6527ac9dc135a1ed5bda442834517c9be86fb4ec003d34b2215fe3b3c"
"CAND-000392__b12c1732","Large Language Model-Powered Chatbots for Internationalizing Student Support in Higher Education","exclude","exclusao","sim","adjudicacao_pipeline","","Although the study clearly addresses LLM-based chatbots in a higher-education context, the available full-text excerpt contains no governance, oversight, audit, compliance, or risk-management content relevant to the review scope. The Python triage also scored governance_accountability and risk_audit_compliance at 0/3. The paper appears to be an implementation and usability/effectiveness study rather than evidence on conversational governance in regulated settings.","","","CAND-000392__b12c1732.pdf","25fb7d4d7b38d0dc90d61c20615a4ed58a329c504241c2beabe2d3268176230c"
"CAND-000393__1cdcdce0","AI and the Transformation of Accountability and Discretion in Urban Governance","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is primarily a conceptual analysis of how AI reshapes discretion and accountability in urban governance, not an empirical or technical study of conversational LLM governance. It is relevant as foundational/contextual evidence because it explicitly discusses GenAI, LLMs, chatbots, virtual assistants, risks such as bias and opacity, and proposes principles including human-led decision-making and citizen-engaged oversight in public-sector settings.","","","CAND-000393__1cdcdce0.pdf","51d8823f8726b45f6c18b85d03f3e0872f82bb1dfafdb8d0baee1c7462b0100e"
