identificador,titulo,classificacao_publicada,status_checkpoint_historico,estudo_id_pipeline,decisao_llm,decisao_consenso,evidencias_validas_pipeline,evidencias_invalidas_pipeline,metodo_verificacao_v2_final,evidencia_verificada,pagina_verificada,secao_verificada,finalidade_evidencia,status_verificacao_v2_final,observacao,alerta_historico_flag,ancora_normalizada_alerta_flag,evidencia_alternativa_alerta_flag,pendencia_flag
CAND-000230__f9e04498,From principles to practice: a novel matrix for evaluating AI-powered learning platforms based on the UNESCO Ethical Impact Assessment tool,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_bc001a91405c,supporting_evidence,supporting_evidence,10,2,correspondencia_literal_normalizada_no_texto_integral,"REVIEWED BY Mohammad Mohi Uddin, University of Alabama, United States Aarron Atkinson-Toal, Durham University, United Kingdom",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000232__44ed0b15,LLM-Powered Observability Enhancing Monitoring and Diagnostics,evidencia_apoio,checkpoint_sem_alerta,S_7777474e2567,supporting_evidence,supporting_evidence,9,0,correspondencia_literal_normalizada_no_texto_integral,"Received: 02 May, 2024; Accepted: 18 May, 2024; Published: 20 May, 2024",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000235__f629befe,Model Context Protocol: Enhancing LLM Performance for Observability and Analytics,evidencia_apoio,checkpoint_sem_alerta,S_3b978757793e,supporting_evidence,supporting_evidence,8,0,correspondencia_literal_normalizada_no_texto_integral,"The Model Context Protocol (MCP), developed by Anthropic, addresses critical limitations in how large language models (LLMs) process and interact with observability and analytics data in enterprise environments.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000236__fc012562,"An Integrated Observability Intelligence Framework: Bridging Semantic Data Modeling, Caching, and LLM-Powered Multi-Agent Root Cause Analysis",evidencia_apoio,verificada_manual_v2,S_f2d36cfa87ce,borderline,borderline,8,2,correspondencia_literal_normalizada_no_texto_integral,"automated root cause analysis frameworks lack a governed, semantically coherent data foundation",2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000246__e1e9c6d5,Methodological foundations of AI observability for enterprise LLM applications,evidencia_central,checkpoint_sem_alerta,S_5cf711821396,central_evidence,central_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,The article describes the methodological foundations of AI observability for large language models integrated into enterprise environments.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000249__08d85b6f,"Observability for LLM apps: what to log, privacy-safe telemetry, KPIs",evidencia_central,checkpoint_sem_alerta,S_be3fdffeb45f,central_evidence,central_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"Large Language Model (LLM) applications increasingly form an integral part of enterprise software architecture, enabling conversational interfaces, intelligent assistant applications, and autonomous decision-support systems.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000255__d65d93a4,A Trustworthy AI and Data Governance Architecture for Ensuring Integrity and Ethics in Large Language Model Deployments across Enterprise Platforms,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_e0e8a0315d6e,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,"This paper proposes a comprehensive Trustworthy AI and Data Governance Architecture that embeds integrity, ethics, and compliance controls directly into the lifecycle of enterprise LLM deployments",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000256__46108cdf,From Deterministic Pipelines to Intelligent Orchestration: A Transformer-Driven Framework for LLM-Augmented DevOps Automation,evidencia_apoio,verificada_manual_v2,S_37a34fe6c6f2,borderline,borderline,11,1,correspondencia_literal_normalizada_no_texto_integral,"this work synthesizes a comprehensive reference model for LLM-driven DevOps optimization that spans observability ingestion, prompt orchestration layers, retrieval-augmented reasoning, policy guardrails, and automated action pipelines",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000303__bea97d47,"ChatGPT in medicine: an overview of its applications, advantages, limitations, future prospects, and ethical considerations",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_f42f5a755aa8,supporting_evidence,supporting_evidence,7,1,correspondencia_literal_normalizada_no_texto_integral,TYPE Mini Review PUBLISHED 04 May 2023 DOI 10.3389/frai.2023.1169595,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000310__f9dbad49,Generative AI in Medical Practice: In-Depth Exploration of Privacy and Security Challenges,evidencia_apoio,checkpoint_sem_alerta,S_200898ca2c56,supporting_evidence,supporting_evidence,8,0,correspondencia_literal_normalizada_no_texto_integral,"Viewpoint Generative AI in Medical Practice: In-Depth Exploration of Privacy and Security Challenges Yan Chen*, PhD; Pouyan Esmaeilzadeh*, PhD",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000314__4aed42e3,AI and ethics: Investigating the first policy responses of higher education institutions to the challenge of generative AI,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_e1198c65d83a,supporting_evidence,supporting_evidence,8,4,correspondencia_literal_normalizada_no_texto_integral,"Drawing on five key international documents from the UN, EU, and OECD, the study used content analysis to identify key ethical dimensions related to the use of generative AI in academia",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000323__025f3e29,Generative LLM Powered Conversational AI Application for Personalized Risk Assessment: A Case Study in COVID-19,evidencia_apoio,checkpoint_sem_alerta,S_80819460c460,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"unpublished, non-peer-reviewed preprint",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000347__b299e4f4,Agentic AI systems in electrical power systems engineering: current state-of-the-art and challenges,evidencia_apoio,verificada_manual_v2,S_b093def74f5c,borderline,borderline,9,3,correspondencia_literal_normalizada_no_texto_integral,"actionable recommendations for the design and implementation of safe, reliable, and accountable agentic AI systems",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000348__7df34e9d,"Clinical artificial intelligence (AI) in Japan: Regulatory pathways, domain-specific evidence, and its data infrastructure from an international perspective",evidencia_apoio,checkpoint_sem_alerta,S_97d2805544bc,supporting_evidence,supporting_evidence,11,0,correspondencia_literal_normalizada_no_texto_integral,"This review provides a comprehensive assessment of clinical AI across five major domains—diagnostic imaging, gastrointestinal endoscopy, cardiology and remote patient monitoring, diagnosis of infectious diseases, and an AI-ready data infrastructure",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000356__6afac0ca,Conversational Artificial Intelligence in Medical Education: A Scoping Review,evidencia_apoio,checkpoint_sem_alerta,S_a45abfc7a1b4,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"Conversational artificial intelligence (AI), encompassing chatbots and large language models (LLMs), is rapidly emerging in the sphere of medical education",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000358__c1d0c8ae,"Conversational AI for perinatal mental health: promise, limits, and a human-AI stepped-care framework",evidencia_central,checkpoint_com_alerta: llm_evidence_not_found,S_9cc80ea5edb9,central_evidence,central_evidence,11,2,correspondencia_literal_normalizada_no_texto_integral,"REVIEWED BY Jasmine Joseph, CHRIST (Deemed to be University), India",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000361__3c0c5e12,Leveraging chatbots for enhanced decision-making: a comprehensive literature review,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_c3e5bedb699e,supporting_evidence,supporting_evidence,7,3,correspondencia_literal_normalizada_no_texto_integral,This paper presents a systematic literature review of current literature discussing chatbots and decision-making processes,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000368__82e661f3,"Large language models in patient education for brain tumors: opportunities, risks, and ethical considerations",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_31918c66c56a,supporting_evidence,supporting_evidence,10,2,correspondencia_literal_normalizada_no_texto_integral,Objective: This narrative review evaluates the role of large language models (LLMs) in supporting patient education for individuals with brain tumors.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000370__6d537d0e,Use of Artificial Intelligence in Public Health Education for Pandemic Preparedness and Response,evidencia_apoio,checkpoint_sem_alerta,S_9fcf17fe0630,supporting_evidence,supporting_evidence,9,0,correspondencia_literal_normalizada_no_texto_integral,This scoping review followed Joanna Briggs Institute methodology and PRISMA-ScR guidelines.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000394__ec64aec9,AI Governance Control Stack for Operational Stability: Achieving Hardened Governance in AI Systems,evidencia_apoio,checkpoint_sem_alerta,S_772aef8a08c1,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,"This paper proposes an AI Governance Control Stack, and a layered governance architecture designed to support operational stability through reproducible accountability artefacts",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000395__c6584b04,Governed AI-Assisted Engineering: Graduated Human Oversight for Agentic Code Generation in Regulated Domains,evidencia_apoio,checkpoint_sem_alerta,S_f78b32df7491,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,"We present the Governed AI-Assisted Engineering (GAIE) framework, a three-tier graduated human oversight model for agentic code generation in regulated domains.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000399__dd91bdfd,PALLM: Evaluating and Enhancing PALLiative Care Conversations with Large Language Models,evidencia_apoio,checkpoint_sem_alerta,S_a6331d87a71f,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"we test proprietary models (e.g., GPT-4) and fine-tune open-source LLMs (e.g., LLaMA2)",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000403__76231030,Towards an AI Observatory for the Nuclear Sector: A tool for anticipatory governance,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_44f11e92dc2a,supporting_evidence,supporting_evidence,7,3,correspondencia_literal_normalizada_no_texto_integral,"ACM Reference Format: Aditi Verma and Elizabeth Williams. 2025. Towards an AI Observatory for the Nuclear Sector: A tool for anticipatory governance. In Proceedings of April 26, 2025 (STAIGCHI ’25). ACM, New York, NY, USA, 6 pages.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000404__bc9b6145,Secure Human Oversight of AI: Threat Modeling in a Socio-Technical Context,evidencia_apoio,checkpoint_sem_alerta,S_b3a5984ddc68,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,SECURE HUMAN OVERSIGHT OF AI: THREAT MODELING IN A SOCIO-TECHNICAL CONTEXT,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000406__21a350de,Does My Chatbot Have an Agenda? Understanding Human and AI Agency in Human-Human-like Chatbot Interaction,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_bb397e09a53b,supporting_evidence,supporting_evidence,6,5,correspondencia_literal_normalizada_no_texto_integral,"We report a month-long longitudinal study with 22 adults who chatted with ""Day"", an LLM companion we built",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000417__4cf8f1f2,A comprehensive review of large language models: issues and solutions in learning environments,evidencia_apoio,checkpoint_sem_alerta,S_78256be601cf,supporting_evidence,supporting_evidence,9,0,correspondencia_literal_normalizada_no_texto_integral,Discover Sustainability Review A comprehensive review of large language models: issues and solutions in learning environments,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000422__3ee816fd,Trust Layers: AI-Augmented Multi-Layer Risk Compliance Engines for Next-Gen Banking Infrastructure,evidencia_apoio,checkpoint_sem_alerta,S_029d0f2ea6f8,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"Here, a conceptual framework is introduced to foster the development of AI-Augmented Multi-Layer Risk Compliance Engines.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000426__74eb248d,The Role of Generative AI in Enhancing Customer Experience and Risk Management in Credit Card Services,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_31a60a8b21a1,supporting_evidence,supporting_evidence,7,1,correspondencia_literal_normalizada_no_texto_integral,"Using Generative AI (G-AI) in Customer Experience Management (CXM) can help to improve the complete customer life-cycle, thus enhancing the business performance and further supporting service providers in their risk management.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000430__f1fa26de,"Chatbots: Security, privacy, data protection, and social aspects",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_4be16d38cc6d,supporting_evidence,supporting_evidence,6,5,evidencia_alternativa_literal_normalizada_no_texto_integral,propose some standards to protect the user.,1,front matter,synthesis,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-000451__83eba9cc,Ethical and Legal Governance of Generative AI in Chinese Healthcare,evidencia_apoio,checkpoint_sem_alerta,S_e41ee247e9a0,supporting_evidence,supporting_evidence,13,0,correspondencia_literal_normalizada_no_texto_integral,"Ethical and Legal Governance of Generative AI in Chinese Healthcare Jinrun Jia, Shiqiao Zhao",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000459__36d046f6,Generative AI as interactional infrastructure for meaning-centered care in later life,evidencia_central,checkpoint_com_alerta: llm_evidence_not_found,S_e9114ec2924f,central_evidence,central_evidence,8,4,correspondencia_literal_normalizada_no_texto_integral,Generative artificial intelligence (GenAI) and large language models are rapidly entering mental health research and service delivery,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000466__203c64d1,Feasibility of a multi-metric framework for evaluating patient-facing AI communication in cosmetic dentistry: an exploratory proof-of-concept study,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_240f53266d97,supporting_evidence,supporting_evidence,5,5,correspondencia_literal_normalizada_no_texto_integral,"Large language models (LLMs) are increasingly integrated into patient-facing healthcare applications, including conversational agents used for health education, treatment explanations, and preliminary decision support",2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000472__cf16aad6,"A Five-Layer Framework for AI Governance: Integrating Regulation, Standards, and Certification",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_8a1cdf1c7aa6,supporting_evidence,supporting_evidence,9,3,correspondencia_literal_normalizada_no_texto_integral,"Transforming Government: People, Process and Policy, 11 September 2025; 19 (3): 535–555. https://doi.org/10.1108/TG-03-2025-0065",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000475__fe06aa0d,Making AI Compliance Evidence Machine-Readable,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_615ed0f6e843,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,AI Assurance—producing the machine-readable evidence required to demonstrate compliance with AI governance frameworks,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000476__e7c35f14,Who Governs the Machine? A Machine Identity Governance Taxonomy (MIGT) for AI Systems Operating Across Enterprise and Geopolitical Boundaries,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_d6e9ba238e02,supporting_evidence,supporting_evidence,15,3,correspondencia_literal_normalizada_no_texto_integral,yet no integrated framework exists to govern them,2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000480__e7b4b8ac,An Overview of the Risk-based Model of AI Governance,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_e6cd14eb9241,supporting_evidence,supporting_evidence,9,2,correspondencia_literal_normalizada_no_texto_integral,An Overview of the Risk-based Model of AI Governance Veve Fry Supervisor Kathryn Henne,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000488__47539b60,With Great Capabilities Come Great Responsibilities: Introducing the Agentic Risk & Capability Framework for Governing Agentic AI Systems,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_0bd9247cd8ce,supporting_evidence,supporting_evidence,11,1,correspondencia_literal_normalizada_no_texto_integral,"we introduce the Agentic Risk & Capability (ARC) Framework, a technical governance framework designed to help organizations identify, assess, and mitigate risks arising from agentic AI systems",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000490__c6cf0bbb,Responsible Artificial Intelligence governance in oncology,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_47f6cbd03fb3,supporting_evidence,supporting_evidence,7,3,correspondencia_literal_normalizada_no_texto_integral,"Our study reports on a Comprehensive Cancer Center’s Responsible AI governance model for clinical, operations, and research programs.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000493__96b4fc79,Bridging the gap: a practical step-by-step approach to warrant safe implementation of large language models in healthcare,evidencia_central,checkpoint_com_alerta: llm_evidence_not_found,S_2ab93aa5eb33,central_evidence,central_evidence,6,4,correspondencia_literal_normalizada_no_texto_integral,TYPE Perspective PUBLISHED 27 January 2025,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000495__a40cd96b,Threats and vulnerabilities in artificial intelligence and agentic AI models,evidencia_apoio,checkpoint_sem_alerta,S_c55ba3173d08,supporting_evidence,supporting_evidence,11,0,correspondencia_literal_normalizada_no_texto_integral,"This study reconceptualises adversarial vulnerability for artificial and agentic AI systems by extending the threat model to autonomy, self-governance, and closed-loop decision-making",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000523__369ceedc,Human-in-the-loop assessment with AI: implications for teacher education in Ibero-American universities,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_ea630d1e78cf,supporting_evidence,supporting_evidence,10,2,correspondencia_literal_normalizada_no_texto_integral,This scoping review examines how artificial intelligence (AI) reshapes assessment in Ibero-American higher education,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000527__5b71db78,Operationalising ethics in artificial intelligence for healthcare: a framework for AI developers,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_aabc40a49ec7,supporting_evidence,supporting_evidence,11,1,correspondencia_literal_normalizada_no_texto_integral,ORIGINAL RESEARCH Operationalising ethics in artificial intelligence for healthcare: a framework for AI developers,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000535__89e0368d,Human-in-the-Loop Models for Ethical AI Grading: Combining AI Speed with Human Ethical Oversight,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_637e684bd1e3,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,the chapter presented a Human-in-the-Loop (HITL) grading framework that integrated AI-generated recommendations with human oversight. The model consisted of four layers,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000557__777a1cfd,Generative AI for pre-consultation mental health triage in disorders of gut-brain interaction,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_65ba2da43161,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,supervised pre-consulta- tion triage,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000558__72287083,Performance of large language models as an information resource on functional hypothalamic amenorrhea for patients and healthcare professionals,evidencia_apoio,verificada_manual_v2,S_9d22fb414160,borderline,borderline,6,4,correspondencia_literal_normalizada_no_texto_integral,Responses were evaluated by three expert reviewers blinded to the LLM used,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000562__53c1fcf5,From companion technologies to social care infrastructure: A multi-level perspective on loneliness-related support in dementia care in an era of artificial intelligence (AI),evidencia_apoio,checkpoint_sem_alerta,S_0a7017b12c1e,supporting_evidence,supporting_evidence,13,0,correspondencia_literal_normalizada_no_texto_integral,"We propose the multi-level care with social technologies (MCST) model, which consists of three connected layers: individual engagement, relational interaction, and the care ecosystem.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000563__3645af07,"Proactive adoption of generative artificial intelligence (AI) in the operations of Japan's Pharmaceuticals and Medical Devices Agency (PMDA): Current initiatives, governance, and future perspectives",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_b83173494f1b,supporting_evidence,supporting_evidence,7,1,correspondencia_literal_normalizada_no_texto_integral,"This article describes the current status of generative artificial intelligence utilization at PMDA, outlines its governance framework",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000571__1ac2c0aa,Designing and evaluating large language model-enabled clinical decision support for heart failure: a modular and risk-tiered framework,evidencia_apoio,checkpoint_sem_alerta,S_9f928bbf58ea,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,Designing and evaluating large language model-enabled clinical decision support for heart failure: a modular and risk-tiered framework,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000573__fd03f89e,"Human-supervised, large language model-based clinical decision support aligned to national newborn protocols in Kenya: a pragmatic, early-stage evaluation",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_a386b1841a2a,supporting_evidence,supporting_evidence,11,4,correspondencia_literal_normalizada_no_texto_integral,Front. Digit. Health 8:1832634. doi: 10.3389/fdgth.2026.1832634,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000575__cd2ffb8d,Rapid review on GenAI in nursing education,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_bbeb7e4f65eb,supporting_evidence,supporting_evidence,9,2,correspondencia_literal_normalizada_no_texto_integral,Rapid review on GenAI in nursing education,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000581__f081f330,"Leveraging large language models in patient-reported outcome measure development: practical opportunities, cautions, and a human-in-the-loop roadmap",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_0e901adcb60f,supporting_evidence,supporting_evidence,8,1,correspondencia_literal_normalizada_no_texto_integral,EDITORIAL Open Access Journal of Patient-Reported Outcomes,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
