fonte,familia,consulta_canonica,consulta_adaptada,posicao,faixa_posicao,titulo,autores,ano,doi,url,resumo,identificador_fonte,data_recuperacao_utc,hash_resposta_bruta,chave_deduplicacao,duplicata_nesta_execucao_de,presente_no_corpus_historico,prioridade_triagem_automatica,decisao_humana,justificativa_humana,status_validacao_humana
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",24,1-25,"A roadmap for medical large language models: a review of foundations, applications, and challenges.","Sha YY, Yu L, Lin ZH, Kaur A, Lou YY, Gornale SS, Zhang TY, Wong LS, Wang ZW, Yan Y, Zhang XB, Hong R, Li K, Im SK, de Carvalho P, Tan T, Li KF.",2026,10.1016/j.mmr.2026.100050,https://europepmc.org/article/MED/42388248,"Medical large language models (Med-LLMs) have shown considerable promise across a broad range of clinical tasks, including decision support, medical documentation, patient communication, multimodal analysis, and telemedicine. Their rapid development has generated growing interest in how large language models (LLMs) may support healthcare practice, while also raising important questions about reliability, clinical validity, and safe deployment. This review provides a structured overview of recent progress in Med-LLMs by examining their major application areas, key challenges, and emerging future directions. Current evidence shows that the clinical usefulness of Med-LLMs cannot be judged by model performance alone. Their value in practice depends on whether they are supported by reliable evidence, remain consistent with current medical knowledge, and can be integrated into clinical workflows. Important challenges remain in evaluation, safety, knowledge updating, and real-world deployment. These issues reflect a gap between performance in controlled settings and clinical practice. Future progress will require stronger clinical validation, better alignment with medical practice, and more careful deployment across different settings. The clinical impact of Med-LLMs will depend on whether they can be used as reliable tools in clinical care.",42388248,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.1016/j.mmr.2026.100050,,não,regular,,,pendente
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",25,1-25,What Older Adults Need from Digital Loneliness Support: A Mixed-Methods Requirements Study,"Zhao J, Or C.",2026,10.21203/rs.3.rs-9991723/v1,https://europepmc.org/article/PPR/PPR1258597,"<title>Abstract</title>  <p>  <bold>Background:</bold>  Late-life loneliness is a serious health risk, yet digital solutions show modest effects due to a mismatch with older adults’ needs, constraints, and preferences. Although conversational AI and large language models (LLMs) offer potential, their value hinges on usability, trust, and safe escalation rather than novelty. This study derived actionable, implementation-oriented requirements for loneliness support delivered via mobile health (mHealth) for community-dwelling older adults, including conversational or LLM-enabled delivery.  <bold>Methods:</bold>  A cross-sectional, convergent mixed-methods study was conducted with 27 community-dwelling, smartphone-using older adults aged 60 or older who screened positive for elevated loneliness. Participants completed standardized measures of loneliness, social network, depressive and anxiety symptoms, and eHealth literacy and a semi-structured interview incorporating structured choice and prioritization tasks. Quantitative data were summarized descriptively using internal consistency, Spearman correlations, and exploratory subgroup contrasts. Interviews were analyzed using Framework Analysis across six a priori domains, a personal coping and resilience domain, and cross-cutting themes. Coding was AI-assisted with full human verification, and quantitative and qualitative findings were integrated through a joint display.  <bold>Results:</bold>  Participants reported elevated loneliness (UCLA Mean = 51.3, SD = 9.3) and constrained social networks (63.0% at LSNS-6 score of 12 or less). Interviews characterized loneliness as situational solitude, relational disconnection, and functional vulnerability, with engagement shaped by strong self-reliance norms and pervasive concerns about trust and fraud. Integrating these findings yielded six implementation-oriented requirements: recognizable and verifiable contact, hybrid delivery, human-in-the-loop support, low-burden and language-concordant usability, privacy by design, and engagement fit. Exploratory correlations were directionally consistent with these patterns and are reported descriptively.  <bold>Conclusions:</bold>  Trust functioned as a precondition for engagement, and lower digital readiness tracked greater loneliness, indicating that verifiable identity and human onboarding are central, rather than peripheral, to loneliness support. These requirements provide a service-design foundation for developing and evaluating mHealth and conversational interventions, including LLM-enabled delivery, with robust safety and handoff mechanisms. Given the single-site sample and descriptive design, these requirements should be interpreted as transferable hypotheses.  </p>",PPR1258597,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.21203/rs.3.rs-9991723/v1,,não,alta,,,pendente
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",26,26-50,Clinical Artificial Intelligence Agents in Nephrology: From Prediction to Action Through Workflow-Native Intelligence-A Roadmap for Workflow-Integrated Care.,"Thongprayoon C, Pesce F, Cheungpasitporn W.",2026,10.3390/jcm15072576,https://europepmc.org/article/MED/41976876,"<b>Background</b>: Artificial intelligence in nephrology has largely focused on predictive models for outcomes such as acute kidney injury (AKI), chronic kidney disease (CKD) progression, and transplant complications. Although these models demonstrate technical performance, their real-world clinical impact has remained limited because prediction alone rarely translates into coordinated clinical action. Clinical artificial intelligence agents represent workflow-native systems that operate in real time, interact bidirectionally with clinical environments, adapt to evolving patient and workflow states, and support coordinated clinical action rather than generating isolated predictions. This review proposes clinical artificial intelligence agents as a new paradigm for integrating artificial intelligence directly into nephrology workflows. <b>Methods</b>: We conducted a narrative synthesis of emerging literature on artificial intelligence systems, agentic artificial intelligence architectures, clinical decision support, and digital health infrastructures relevant to kidney care. Drawing from interdisciplinary sources in medicine, health informatics, and artificial intelligence research, we developed a conceptual framework describing the architecture, governance requirements, and evaluation principles of clinical artificial intelligence agents in nephrology. <b>Results</b>: Clinical artificial intelligence agents represent workflow-integrated systems capable of continuously perceiving patient data, reasoning under clinical constraints, planning tasks, and supporting coordinated clinical actions over time. We describe a layered architecture consisting of perception, cognition, planning and control, action, and learning components. Potential applications span the nephrology care continuum, including CKD management, AKI monitoring, dialysis and continuous renal replacement therapy (CRRT) optimization, kidney transplantation care coordination, glomerulonephritis management, and supervised patient-facing systems. <b>Conclusions</b>: Clinical artificial intelligence agents shift the role of artificial intelligence from isolated prediction toward longitudinal clinical orchestration. Future evaluation should prioritize workflow integration, time-to-action, clinician oversight, safety, and patient-centered outcomes rather than relying solely on traditional model performance metrics. This roadmap provides a conceptual foundation for the responsible development and clinical integration of agentic artificial intelligence systems in nephrology.",41976876,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.3390/jcm15072576,Europe PMC:B_llmops_e_observabilidade:91,não,regular,,,não_aplicável
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",27,26-50,Preliminary Evaluation of a Large Language Model-Powered Chatbot for Osteoporosis Self-Management Education: Formative Randomized Controlled Trial.,"Huang J, Xin X, He C, Xiong H, Pang W, Pang S, Sun W, Ding X.",2026,10.2196/85475,https://europepmc.org/article/MED/42228937,"<h4>Background</h4>With the increasing burden of chronic diseases, self-management education (SME) is crucial. Traditional SME based on face-to-face delivery by clinicians is resource-intensive, and general digital tools such as web-based platforms often provide limited interactivity for patient learning. Although chatbots based on large language models (LLMs) show promise in interactivity, their real-world effectiveness lacks empirical evidence.<h4>Objective</h4>This study aimed to explore the feasibility and preliminary effectiveness of an LLM-based chatbot specifically designed for osteoporosis SME.<h4>Methods</h4>A formative randomized controlled trial was conducted in a tertiary hospital from February 2024 to March 2025. Adults aged ≥18 years with osteoporosis were recruited and randomly assigned (1:1) to either the intervention (OPBot) group or a control group receiving traditional health education. The chatbot provided interactive educational content and question-and-answer support, while the control group received face-to-face education and written materials. Osteoporosis knowledge was assessed using the Osteoporosis Knowledge Assessment Tool at baseline and discharge. Nurses' time spent on health education was self-recorded during each intervention session and aggregated across sessions. Adherence to disease management was assessed at 1, 3, and 6 months after discharge via telephone using Likert-scale questionnaires. The reliability of OPBot responses was evaluated by 2 clinician assessors using a 5-point Likert scale, with interrater agreement calculated using Cohen κ. Group comparisons were conducted using 2-tailed independent t tests, Mann-Whitney U tests, and chi-square tests, and adherence outcomes were analyzed using mixed-effects models.<h4>Results</h4>A total of 100 participants were randomized; 12% (12/100) were excluded due to loss to follow-up, refusal of the second knowledge assessment, or death, leaving 88% (88/100) participants for analysis (n=45, 51.1% in the OPBot group and n=43, 48.9% in the control group). The OPBot group showed significantly higher postintervention knowledge scores than the control group (median 80.0, IQR 70.0-89.0 vs median 75.0, IQR 65.5-80.0; P=.01). Nurses in the OPBot group spent lesser time on SME than those in the control group (median 5.0, IQR 2.0-17.0 vs median 23.0, IQR 20.0-25.0 minutes; P<.001). For adherence outcomes, a significant group×time interaction was observed for calcium supplement intake (odds ratio 1.49, 95% CI 1.08-2.06; P=.02), indicating differing adherence trajectories over time. The OPBot group also showed higher odds of consuming calcium-rich foods across time points (odds ratio 2.87, 95% CI 1.04-7.89; nominal P=.04), although this association did not remain significant after Holm correction. No significant effects were observed for sun exposure (P=.56), exercise (P=.79), or total adherence scores (P=.33). In the question-and-answer module, most OPBot responses were rated as highly reliable 89.4% (76/85), with high interrater agreement (Cohen κ=0.83).<h4>Conclusions</h4>LLM-based chatbots specifically designed for osteoporosis SME may improve patient knowledge, supporting adherence behaviors, and reducing healthcare workload. However, further large-scale studies are needed to confirm these findings.",42228937,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.2196/85475,,não,regular,,,pendente
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",28,26-50,Mapping the use of large language models in hiring decisions: a scoping review.,"Tripathi A, Tripathi A, Darena F, Mishra PK.",2026,10.3389/frai.2026.1798519,https://europepmc.org/article/MED/41908138,"Large language models (LLMs) are increasingly being explored and deployed across recruitment and selection processes, reshaping how hiring decisions are supported, communicated, and justified. Unlike earlier algorithmic hiring tools, LLMs operate through language-mediated interaction, influencing interpretive and evaluative layers of decision-making. This scoping review maps the academic literature on LLMs in hiring to examine (i) where and how these systems are applied across the hiring pipeline, (ii) what forms of evidence and outcomes are assessed, (iii) which risks and mitigation strategies are documented, and (iv) how disciplinary structures shape research focus. Following PRISMA-ScR guidelines, we synthesize research published between 2018 and 2026 across multiple disciplines using a transparent, lexicon-based coding approach. The results reveal a rapidly expanding but uneven literature, characterized by concentration in early hiring stages, selective outcome measurement favoring efficiency and performance, high awareness of ethical risks with limited empirical validation of controls, and structurally constrained interdisciplinarity. The review highlights key gaps and provides a foundation for future interdisciplinary and field-based research on responsible LLM use in hiring.",41908138,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.3389/frai.2026.1798519,Europe PMC:A_governanca_de_llms:10,sim,alta,,,não_aplicável
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",29,26-50,From Agents to Governance: Essential AI Skills for Clinicians in the Large Language Model Era.,"Cao W, Zhang Q, Liu J, Liu S.",2026,10.2196/86550,https://europepmc.org/article/MED/41534067,"Large language models are rapidly transitioning from pilot schemes to routine clinical practice. This creates an urgent need for clinicians to develop the necessary skills to strike the right balance between seizing opportunities and taking accountability. We propose a 3-tier competency framework to support clinicians' evolution from cautious users to responsible stewards of artificial intelligence (AI). Tier 1 (foundational skills) defines the minimum competencies for safe use, including prompt engineering, human-AI agent interaction, security and privacy awareness, and the clinician-patient interface (transparency and consent). Tier 2 (intermediate skills) emphasizes evaluative expertise, including bias detection and mitigation, interpretation of explainability outputs, and the effective clinical integration of AI-generated workflows. Tier 3 (advanced skills) establishes leadership capabilities, mandating competencies in ethical governance (delineating accountability and liability boundaries), regulatory strategy, and model life cycle management-specifically, the ability to govern algorithmic adaptation and change protocols. Integrating this framework into continuing medical education programs and role-specific job descriptions could enhance clinicians' ability to use AI safely and responsibly. This could standardize deployment and support safer clinical practice, with the potential to improve patient outcomes.",41534067,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.2196/86550,Europe PMC:A_governanca_de_llms:19,sim,alta,,,não_aplicável
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",30,26-50,"Large Language Model-Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards.","Cho HN, Wang J, Hu D, Zheng K.",2026,10.2196/80348,https://europepmc.org/article/MED/41592221,"<h4>Background</h4>Large language model (LLM)-based chatbots have rapidly emerged as tools for digital mental health (MH) counseling. However, evidence on their methodological quality, evaluation rigor, and ethical safeguards remains fragmented, limiting interpretation of clinical readiness and deployment safety.<h4>Objective</h4>This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling and to identify gaps affecting validity, reproducibility, and translation.<h4>Methods</h4>We searched Google Scholar, PubMed, IEEE Xplore, and ACM Digital Library for studies published between January 2020 and May 2025. Eligible studies reported original development or empirical evaluation of LLM-driven MH counseling chatbots. We excluded studies that did not involve LLM-based conversational agents, were not focused on counseling or supportive MH communication, or lacked evaluable system outputs or outcomes. Screening and data extraction were conducted in Covidence (Veritas Health Innovation) following PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) 2020 guidelines. Study quality was appraised using a structured traffic light framework across 5 methodological domains (design, dataset reporting, evaluation metrics, external validation, and ethics), with an overall judgment derived across domains. We used narrative synthesis with descriptive aggregation to summarize methodological trends, evaluation metrics, and governance considerations.<h4>Results</h4>Twenty studies met the inclusion criteria. GPT-based models (GPT-2/3/4) were used in 45% (9/20) of studies, while 90% (18/20) used fine-tuned or domain-adaptation models such as LLaMa, ChatGLM, or Qwen. Reported deployment types were not mutually exclusive; standalone apps were most common (18/20, 90%), and some systems were also implemented as virtual agents (4/20, 20%) or delivered via existing platforms (2/20, 10%). Evaluation approaches were frequently mixed, with qualitative assessment (13/20, 65%), such as thematic analysis or rubric-based scoring, often complemented by quantitative language metrics (18/20, 90%), including BLEU (Bilingual Evaluation Understudy), ROUGE (Recall-Oriented Understudy for Gisting Evaluation), or perplexity. Quality appraisal indicated consistently low risk for dataset reporting and evaluation metrics, but recurring limitations were observed in external validation and reporting on ethics and safety, including incomplete documentation of safety safeguards and governance practices. No included study reported registered randomized controlled trials or independent clinical validation in real-world care settings.<h4>Conclusions</h4>LLM-based MH counseling chatbots show promise for scalable and personalized support, but current evidence is limited by heterogeneous study designs, minimal external validation, and inconsistent reporting of safety and governance practices. Future work should prioritize clinically grounded evaluation frameworks, transparent reporting of model and prompt configurations, and stronger validation using standardized outcomes to support safe, reliable, and regulatory-ready deployment.",41592221,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.2196/80348,Europe PMC:C_governanca_conversacional:49,sim,alta,,,não_aplicável
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",31,26-50,Voice-Based Structured Nursing Documentation Using Automatic Speech Recognition and Large Language Models: Development and Evaluation Study.,"Su MH, Wang WC, Hsu YM, Hou SY, Chuang SJ, Chang SS.",2026,10.2196/88567,https://europepmc.org/article/MED/42247576,"<h4>Background</h4>For clinical nurses, manually entering information into hospital information systems (HISs) remains time-consuming and prone to omissions. Although speech recognition can reduce the need for manual entry, its use in clinical settings has historically been limited by code-switching, medical terminology, and noisy ward environments. Recent advances in customized automatic speech recognition (ASR) and large language models (LLMs) now make speech-based, structured documentation aligned with nursing frameworks such as DART (data, action, response, and teaching) increasingly feasible.<h4>Objective</h4>This study developed and evaluated an integrated ASR and LLM system that transforms spoken nursing input into structured DART notes and evaluated its accuracy, usability, and clinical feasibility within HIS workflows.<h4>Methods</h4>A code-switching nursing speech corpus from emergency and ward settings was used to fine-tune the Whisper large-v2 model with parameter-efficient adaptation. The LLM generated schema-constrained DART records from ASR transcripts, which were verified by nurses before being uploaded to the corresponding HIS fields. Evaluation included mixed error rate for ASR accuracy, F1-scores, and agreement statistics for DART classification, hallucination assessments based on factual correctness, and analysis of nurse feedback on system use.<h4>Results</h4>The fine-tuned ASR model reduced the mixed error rate from 44.79% to 6.67%. DART generation achieved a macroaveraged F1-score of 0.82 (95% CI 0.80-0.84) and met the noninferiority margin relative to human transcripts (δ=-0.04). The hallucination rate was 2.51%. During deployment, the monthly volume of valid nursing notes generated through voluntary use of the ASR system increased from 32,724 to 65,417, where each note represented a single documentation entry generated per patient care episode. Among 120 participating nurses, 91 (75.8%) reported reduced workload and improved completeness.<h4>Conclusions</h4>The integrated ASR and LLM system was feasible and showed strong performance, with good acceptance among clinical nurses. It reduced the manual documentation burden, improved record completeness, and demonstrated the value of an ASR- and LLM-supported workflow for nursing documentation.",42247576,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.2196/88567,,não,regular,,,pendente
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",32,26-50,Implementation of Human-in-the-Loop ChatGPT-based Patient Screening Across Multiple Diverse Clinical Trials,"Dohopolski M, Esselink K, Desai N, Grones B, Patel T, Jiang S, Peterson E, Navar AM.",2026,10.64898/2026.03.20.26348890,https://europepmc.org/article/PPR/PPR1266867,"<h4>Purpose</h4>  Manual screening for trial eligibility is inefficient and costly. We prospectively evaluated a large language model (LLM)-assisted prescreening workflow across multiple active trials. <h4>Methods</h4>  We deployed a retrieval-augmented generation LLM-based pipeline across multiple trials at an academic medical center. Structured electronic health record data and free-text notes were used by the LLM to classify each criterion as either  met, likely met, likely not met, not met, uncertain , or  no documentation found with accompanying rationale. Coordinators were given a sorted patient list based on the LLM-based eligibility to be reviewed and provide their assessment of each criterion, and final prescreening status (success vs failure). Criterion-level performance– accuracy, sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV), and F1 score–was calculated and measured over time. Patient prescreening status was evaluated as a function of percent of individual AI criteria met (60-80% and ≥  80 %).  <h4>Results</h4>  From 10/2024–9/2025, 39,182 patients were prescreened by our LLM-workflow across 26 (21 oncology and 5 non-oncology) studies with 112 distinct criteria; 914 patients with high likelihood for eligibility underwent coordinator review (total 5,096 criteria). Aggregated individual criterion-level performance: accuracy 0.94 (95% CI, 0.92–0.96), sensitivity 0.98 (0.97–0.99), specificity 0.81 (0.71–0.88), PPV 0.95 (0.92–0.97), NPV 0.93 (0.90–0.95), F1 0.97 (0.95–0.97). Twenty-seven criteria prompts across 14/26 trials were automatically updated based on coordinator feedback. Patients were more likely to be reviewed by coordinators (544/987, 55.1% vs 372/397, 93.7%) and more likely to be labeled as a prescreen success (104/544, 19.1% vs 162/372, 43.5%) when ≥  80% AI-labeled criteria were  met or  likely met vs 60-80%. Cost averaged $0.12 per patient.  <h4>Conclusion</h4>  A LLM-assisted, human-in-the-loop prescreening workflow achieved high criterion-level performance at low cost across a variety of actively enrolling clinical trials. Structured coordinator feedback supported an automated learning workflow, enhancing screening operations while maintaining human oversight.",PPR1266867,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.64898/2026.03.20.26348890,,não,alta,,,pendente
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",33,26-50,"Artificial Intelligence in Medical Education: Transformative Potential, Current Applications, and Future Implications.","Izquierdo-Condoy JS, Arias-Intriago M, Montero Corrales L, Ortiz-Prado E.",2026,10.2196/77127,https://europepmc.org/article/MED/41701936,"<h4>Unlabelled</h4>Artificial intelligence (AI) is increasingly influencing medical education by enabling adaptive learning, AI-assisted assessment, and scalable instructional tools. Natural language processing, machine learning, and generative large language models offer innovative ways to support teaching and learning, yet their integration raises ethical, pedagogical, and infrastructural challenges. This viewpoint article aims to examine the current applications, benefits, and challenges of AI in medical education and propose strategies for responsible and effective integration. AI tools such as chatbots, virtual patients, and intelligent tutoring systems enhance personalized and immersive learning. Automated grading and predictive analytics support efficient evaluations, while AI-assisted writing tools streamline content creation. Despite these advances, concerns persist around data privacy, algorithmic bias, unequal access, and diminished critical thinking. Key solutions include AI literacy training, data oversight, equitable infrastructure, and curriculum reform. The FACETS framework offers 6 dimensions (ie, form, application, context, instructional mode, technology, and the SAMR [substitution, augmentation, modification, redefinition model]) to evaluate AI integration effectively. AI offers substantial opportunities to transform medical education, but its adoption must be ethical, equitable, and pedagogically grounded. Strategic frameworks such as FACETS, combined with institutional governance and cross-sector collaboration, are essential to guide implementation so that AI enhances learning outcomes while preserving the humanistic foundations of medical practice.",41701936,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.2196/77127,Europe PMC:C_governanca_conversacional:35,não,alta,,,não_aplicável
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",34,26-50,Older Adults’ Attitude Towards and Intent to Use of AI-Powered Conversational Agents for Social Support,,2025,,https://europepmc.org/article/PMC/PMC12763229,,PMC12763229,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,title:older adults attitude towards and intent to use of ai powered conversational agents for social support,,não,regular,,,pendente
Europe PMC,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)","((""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",35,26-50,Persona Routing Associated With Fewer Safety and Monotonicity Violations in Simulated Emergency Large Language Model (LLM) Reasoning.,Harada Y.,2026,10.7759/cureus.107548,https://europepmc.org/article/MED/42181412,"<h4>Objective</h4>The objective of this study was to evaluate whether persona-routing strategies that combine a LEAN persona with a SAFE persona reduce rule-defined contraindication and sequence safety failures, as well as counterfactual monotonicity violations, while preserving efficiency in simulated emergency clinical reasoning. The study also aimed to determine whether such routing can reduce explicit safety failures and monotonicity violations while keeping resource use close to the lean baseline.<h4>Methods</h4>Using a single ChatGPT deployment (GPT-5.2 Pro; accessed January 2026; San Francisco, CA: OpenAI), we collected Japanese-language persona outputs for 28 synthetic emergency vignettes (56 scenario-level runs) and eight Base/Worse counterfactual pairs (16 comparisons per strategy). We compared four personas (high/low time pressure × LEAN/SAFE) and three routing strategies that escalated from high-time-pressure LEAN persona (P_HL) to high-time-pressure SAFE persona (P_HS) via red flags, dual-run auditing, and optional arbitration. Outputs were constrained to structured JavaScript Object Notation (JSON) and automatically scored for test suggestions, discharge safety-net specificity (0-5), contraindication/sequence safety violations (severity 0-3), and monotonicity violations. Routing outcomes were evaluated as deterministic offline simulations over stored persona outputs; accordingly, reported call counts are simulated expected large language model (LLM) calls rather than separately logged live controller calls.<h4>Results</h4>The lean baseline suggested the fewest tests (mean: 1.95) but produced safety violations in 8/56 scenarios (14.3%) and monotonicity violations in 10/16 comparisons (62.5%). SAFE personas had 0/56 safety violations and 0/16 monotonicity violations, but suggested more tests (means: 3.38-4.32). Routing eliminated safety violations and reduced monotonicity violations (ROUTER_R1 2/16; ROUTER_R2_CF 0/16) while keeping test counts near the lean baseline in the main router simulation (means: 2.14-2.21) with modest simulated call overhead (ROUTER_R1 1.21 calls; ROUTER_R2_AUDIT 2.00 calls).<h4>Conclusions</h4>In this single-model, synthetic evaluation, persona routing was associated with fewer rule-defined safety violations (14.3-0%) and monotonicity violations (62.5% with LEAN prompting vs. 12.5% with ROUTER_R1 and 0% with ROUTER_R2_CF) while preserving low test-suggestion counts.",42181412,2026-08-22T21:17:28+00:00,1ae107ceff157251863186c642e0474622b87f750f095c8c1f865b334216bec8,doi:10.7759/cureus.107548,,não,alta,,,pendente
